machine_id,cycle,temperature,vibration,pressure,rpm,failure_within_20
M211,99,63.91,1.638,93.18,1520,0
M211,100,69.92,3.19,93.31,1483,0
M211,101,,3.171,97.72,1454,0
M211,102,61.94,1.815,94.14,1504,0
M211,103,65.34,2.367,89.37,1485,0
M211,104,65.76,2.344,93.42,1482,0
M211,105,70.94,2.851,92.66,1471,0
M211,106,67.74,2.862,93.92,1478,0
M211,107,57.74,2.462,95.58,1480,0
M211,108,70.53,2.465,94.47,1505,0
M211,109,69.92,1.941,95.32,1501,0
M211,110,72.33,2.068,94.76,1460,0
M211,111,63.85,2.503,96.61,1480,0
M211,112,60.36,2.945,95.61,1492,0
M211,113,66.34,3.19,94.63,1479,0
M211,114,66.38,2.639,95.51,1440,0
M211,115,60.1,2.476,93.54,1465,0
M211,116,72.16,2.489,91.48,1452,0
M211,117,66.46,1.191,92.97,1482,0
M211,118,67.37,2.287,94.02,1449,0
M211,119,68.19,2.046,90.79,1509,0
M211,120,59.78,3.43,92.12,1523,0
M211,121,63.48,2.088,94.99,1487,0
M211,122,75.45,3.047,92.08,1455,0
M211,123,72.73,2.033,94.11,1554,0
M211,124,62.0,3.781,91.61,1465,0
M211,125,65.87,2.473,93.7,1472,0
M211,126,69.76,2.7,91.18,1510,0
M211,127,70.47,2.333,91.79,1527,0
M211,128,61.92,3.108,91.82,1476,0
M211,129,68.18,2.777,97.58,1485,0
M211,130,66.54,3.064,94.14,1480,0
M211,131,70.11,3.284,94.45,1503,0
M211,132,72.09,3.14,94.79,1468,0
M211,133,69.15,3.375,92.73,1476,0
M211,134,67.84,2.605,92.28,1503,0
M211,135,70.36,2.262,92.16,1486,0
M211,136,65.43,3.735,93.86,1485,0
M211,137,70.77,3.498,89.81,1463,0
M211,138,69.11,2.686,92.38,1497,0
M211,139,58.6,3.125,94.14,1501,0
M211,140,66.85,2.818,93.37,1478,0
M211,141,75.37,1.67,93.77,1479,0
M211,142,70.43,2.774,92.95,1465,0
M211,143,72.83,3.192,92.78,1478,0
M211,144,69.22,3.496,90.3,1508,0
M211,145,69.76,4.188,91.75,1479,0
M211,146,75.48,3.024,88.52,1465,0
M211,147,67.62,2.891,90.62,1500,0
M211,148,76.19,3.197,90.5,1498,0
M211,149,66.54,2.709,88.85,1459,0
M211,150,72.28,3.526,91.44,1472,0
M211,151,67.54,3.733,90.67,1482,0
M211,152,70.01,3.274,90.01,1492,0
M211,153,67.4,3.376,93.18,1490,1
M211,154,77.62,4.561,90.53,1445,1
M211,155,74.52,3.609,91.92,1502,1
M211,156,75.15,3.788,89.69,1496,1
M211,157,74.53,2.9,86.5,1492,1
M211,158,71.04,3.196,93.35,1490,1
M211,159,77.67,4.347,90.54,1481,1
M211,160,77.19,3.801,90.22,1504,1
M211,161,68.77,4.406,89.87,1455,1
M211,162,74.74,4.637,89.29,1475,1
M211,163,74.51,3.779,90.0,1486,1
M211,164,71.79,3.813,86.94,1477,1
M211,165,73.77,4.027,90.09,1457,1
M211,166,70.77,5.316,86.23,1503,1
M211,167,70.14,3.753,87.4,1436,1
M211,168,72.94,5.108,87.28,1477,1
M211,169,75.76,3.868,85.86,1505,1
M211,170,76.59,4.287,87.4,1485,1
M211,171,77.42,4.159,88.7,1482,1
M211,172,79.85,4.489,86.59,1460,1
M211,173,80.26,4.905,85.5,1482,1
M212,1,49.1,1.546,104.09,1538,0
M212,2,49.94,2.571,101.42,1520,0
M212,3,53.41,1.921,104.77,1504,0
M212,4,55.62,2.322,105.81,1487,0
M212,5,51.91,2.642,101.32,1491,0
M212,6,57.55,2.143,101.66,1481,0
M212,7,48.65,2.762,103.06,1534,0
M212,8,51.18,1.934,103.25,1467,0
M212,9,56.16,2.158,105.89,1472,0
M212,10,55.82,3.082,103.28,1478,0
M212,11,49.72,2.229,101.77,1493,0
M212,12,56.64,2.129,106.62,1477,0
M212,13,52.39,2.916,104.21,1486,0
M212,14,55.01,1.592,104.35,1475,0
M212,15,47.92,2.042,104.2,1506,0
M212,16,53.15,2.026,99.56,1508,0
M212,17,49.42,2.305,103.66,1500,0
M212,18,55.41,1.625,102.89,1468,0
M212,19,51.02,2.602,104.42,1457,0
M212,20,51.56,2.193,101.69,1464,0
M212,21,51.45,2.035,102.21,1520,0
M212,22,54.52,2.127,105.24,1529,0
M212,23,55.03,2.771,103.06,1497,0
M212,24,51.46,2.52,103.84,1502,0
M212,25,55.33,2.229,103.22,1466,0
M212,26,56.84,2.164,100.27,1508,0
M212,27,54.53,2.003,105.25,1496,0
M212,28,54.45,2.925,101.48,1498,0
M212,29,50.59,1.403,105.83,1494,0
M212,30,49.5,2.099,101.31,1491,0
M212,31,53.47,1.223,105.96,1501,0
M212,32,49.5,1.859,102.12,1493,0
M212,33,52.99,2.61,101.16,1480,0
M212,34,54.14,1.083,102.21,1525,0
M212,35,49.09,1.591,102.16,1526,0
M212,36,52.78,1.438,101.42,1485,0
M212,37,53.8,1.045,101.67,1487,0
M212,38,58.08,2.947,102.4,1490,0
M212,39,53.44,2.53,102.16,1474,0
M212,40,53.39,2.939,103.72,1487,0
M212,41,52.92,3.616,99.47,1512,0
M212,42,57.98,2.917,104.67,1531,0
M212,43,51.11,1.777,101.95,1494,0
M212,44,54.91,1.57,101.92,1509,0
M212,45,49.12,2.858,99.89,1484,0
M212,46,56.1,2.103,106.33,1501,0
M212,47,52.08,2.571,100.55,1478,0
M212,48,50.6,1.521,101.46,1464,0
M212,49,54.16,2.23,103.05,1496,0
M212,50,49.06,1.832,101.97,1521,0
M212,51,58.22,2.382,102.28,1505,0
M212,52,50.03,2.663,101.05,1536,0
M212,53,57.74,2.433,101.54,1490,0
M212,54,54.29,1.904,102.21,1503,0
M212,55,50.3,2.186,102.63,1512,0
M212,56,53.49,2.397,99.7,1508,0
M212,57,54.82,1.321,101.09,1479,0
M212,58,44.55,1.827,104.95,1494,0
M212,59,53.91,2.316,99.32,1446,0
M212,60,55.97,2.903,98.17,1504,0
M212,61,51.15,1.723,102.78,1466,0
M212,62,56.2,1.916,102.81,1519,0
M212,63,53.29,2.894,102.78,1486,0
M212,64,54.75,2.665,98.64,1486,0
M212,65,49.46,2.943,103.01,1460,0
M212,66,50.04,2.293,101.2,1485,0
M212,67,51.05,3.08,102.91,1487,0
M212,68,54.03,2.847,98.81,1487,0
M212,69,51.25,2.188,96.53,1500,0
M212,70,57.33,2.597,101.98,1490,0
M212,71,53.98,2.336,102.95,1504,0
M212,72,50.19,2.044,102.44,1469,0
M212,73,57.25,3.182,100.24,1513,0
M212,74,50.89,1.545,102.18,1491,0
M212,75,48.96,2.743,99.8,1500,0
M212,76,56.58,2.225,101.36,1487,0
M212,77,56.53,2.952,100.62,1495,0
M212,78,50.92,1.994,96.32,1489,0
M212,79,49.75,3.289,102.07,1495,0
M212,80,48.13,1.942,102.89,1536,0
M212,81,50.69,3.452,103.61,1476,0
M212,82,56.31,2.346,98.64,1476,0
M212,83,55.06,2.342,102.28,1544,0
M212,84,57.53,1.842,101.8,1519,0
M212,85,56.88,2.761,98.78,1495,0
M212,86,49.42,2.237,100.27,1489,0
M212,87,56.33,1.686,101.53,1507,0
M212,88,49.09,2.608,102.48,1489,0
M212,89,59.21,1.824,100.82,1490,0
M212,90,49.59,1.939,100.16,1457,0
M212,91,56.74,2.664,101.37,1495,0
M212,92,54.52,2.617,100.07,1494,0
M212,93,51.46,1.775,97.65,1481,0
M212,94,50.17,2.155,100.67,1518,0
M212,95,49.25,3.095,104.45,1504,0
M212,96,50.03,1.985,100.5,1468,0
M212,97,55.65,2.572,101.36,1524,0
M212,98,53.83,2.504,99.64,1529,0
M212,99,52.1,3.323,98.97,1503,0
M212,100,50.44,2.586,99.71,1451,0
M212,101,51.12,1.951,98.12,1483,0
M212,102,48.9,2.226,98.31,1480,0
M212,103,53.47,3.064,97.2,1530,0
M212,104,51.88,2.477,104.15,1467,0
M212,105,53.19,1.581,103.61,1486,0
M212,106,52.29,2.459,101.88,1520,0
M212,107,55.53,0.8,105.31,1477,0
M212,108,52.62,2.558,103.13,1486,0
M212,109,51.65,2.123,98.8,1476,0
M212,110,50.54,2.532,102.47,1473,0
M212,111,56.97,2.647,101.85,1517,0
M212,112,48.58,2.48,101.79,1488,0
M212,113,52.59,2.128,102.58,1487,0
M212,114,51.28,3.312,97.12,1503,0
M212,115,50.32,2.541,97.18,1482,0
M212,116,56.22,3.051,101.89,1472,0
M212,117,61.05,3.882,98.84,1523,0
M212,118,57.71,3.303,95.41,1474,0
M212,119,48.68,2.112,98.58,1469,0
M212,120,51.87,3.081,98.04,1501,0
M212,121,45.81,2.702,98.91,1484,0
M212,122,52.39,2.941,97.87,1497,0
M212,123,54.94,2.974,101.23,1514,0
M212,124,58.61,3.022,98.35,1478,0
M212,125,57.72,2.378,100.29,1514,0
M212,126,50.68,2.009,98.04,1473,0
M212,127,60.69,2.357,99.42,1489,0
M212,128,56.63,2.145,99.44,1518,0
M212,129,52.17,2.27,99.6,1489,0
M212,130,57.02,2.387,101.13,1517,0
M212,131,56.1,1.527,99.09,1500,0
M212,132,51.13,2.547,100.71,1474,0
M212,133,56.73,2.874,101.35,1486,0
M212,134,51.05,3.212,97.7,1499,0
M212,135,54.21,2.232,101.1,1493,0
M212,136,54.32,3.04,96.94,1496,0
M212,137,51.08,3.545,98.04,1465,0
M212,138,56.24,2.813,101.86,1517,0
M212,139,54.13,2.586,95.14,1480,0
M212,140,60.27,2.445,101.74,1443,0
M212,141,53.72,3.775,98.97,1475,0
M212,142,58.05,2.97,95.5,1472,0
M212,143,51.85,3.429,99.69,1506,0
M212,144,55.77,3.465,102.05,1471,0
M212,145,61.83,3.181,99.19,1467,0
M212,146,64.01,2.299,99.22,1517,0
M212,147,58.63,2.222,98.17,1497,0
M212,148,54.97,3.387,94.92,1518,0
M212,149,61.41,2.533,97.83,1437,0
M212,150,55.03,2.234,97.31,1480,0
M212,151,51.41,1.923,95.8,1457,0
M212,152,56.85,3.243,99.89,1453,0
M212,153,60.39,2.656,93.64,1520,0
M212,154,57.42,2.238,95.2,1516,0
M212,155,56.28,3.261,96.84,1473,0
M212,156,57.32,3.785,97.31,1462,0
M212,157,59.16,2.527,97.95,1514,0
M212,158,59.52,2.884,92.95,1464,0
M212,159,57.39,3.601,100.56,1491,0
M212,160,59.03,3.212,97.09,1495,0
M212,161,53.49,3.337,96.78,1497,0
M212,162,55.33,2.577,97.37,1490,0
M212,163,55.7,3.13,97.18,1470,0
M212,164,60.06,3.766,97.33,1486,0
M212,165,63.1,3.485,98.71,1473,0
M212,166,66.18,3.127,92.93,1468,0
M212,167,57.24,3.549,95.12,1446,0
M212,168,60.28,3.243,96.78,1460,0
M212,169,61.75,3.293,96.71,1457,0
M212,170,63.22,4.191,95.89,1457,0
M212,171,57.2,4.222,100.53,1495,0
M212,172,55.44,3.408,94.31,1467,0
M212,173,54.92,2.943,98.88,1489,0
M212,174,58.27,4.034,93.91,1502,0
M212,175,59.31,4.201,95.25,1480,0
M212,176,62.94,4.557,93.33,1520,0
M212,177,60.73,2.486,95.16,1479,0
M212,178,59.34,2.997,94.27,1507,0
M212,179,58.87,2.706,91.37,1484,0
M212,180,57.65,3.531,95.05,1502,0
M212,181,61.92,4.145,92.61,1468,0
M212,182,58.51,3.783,94.92,1482,0
M212,183,60.7,3.872,95.11,1509,0
M212,184,50.54,3.832,93.32,1487,0
M212,185,58.44,4.537,96.23,1484,1
M212,186,59.88,3.877,93.13,1475,1
M212,187,65.25,3.705,95.11,1478,1
M212,188,71.8,2.914,98.42,1495,1
M212,189,66.22,3.035,92.36,1457,1
M212,190,54.29,4.48,92.48,1473,1
M212,191,58.25,4.28,94.12,1514,1
M212,192,57.67,4.069,91.33,1474,1
M212,193,56.95,3.239,93.42,1487,1
M212,194,57.62,5.076,93.06,1437,1
M212,195,62.07,4.046,93.99,1477,1
M212,196,74.7,4.808,92.66,1508,1
M212,197,68.95,4.136,93.76,1490,1
M212,198,59.65,4.259,92.73,1464,1
M212,199,67.19,4.522,91.54,1437,1
M212,200,64.15,5.116,93.52,1518,1
M212,201,69.88,3.669,93.93,1482,1
M212,202,71.77,4.376,93.15,1493,1
M212,203,72.64,4.388,89.12,1478,1
M212,204,63.07,4.686,91.33,1511,1
M212,205,57.91,4.089,91.62,1488,1
M213,1,73.33,0.487,101.73,1507,0
M213,2,69.07,0.22,103.0,1494,0
M213,3,75.95,1.287,103.13,1504,0
M213,4,70.74,0.1,100.74,1520,0
M213,5,70.13,0.736,104.4,1512,0
M213,6,76.85,0.93,103.01,1535,0
M213,7,73.42,0.899,101.66,1511,0
M213,8,68.04,0.578,104.3,1496,0
M213,9,67.96,0.841,102.0,1506,0
M213,10,71.35,0.1,103.07,1518,0
M213,11,69.91,0.1,102.93,1485,0
M213,12,71.31,0.326,104.15,1500,0
M213,13,72.14,0.687,102.04,1491,0
M213,14,79.94,0.148,102.21,1522,0
M213,15,74.71,0.319,101.22,1496,0
M213,16,70.97,0.822,104.55,1512,0
M213,17,66.89,0.1,100.6,1476,0
M213,18,78.15,1.3,99.83,1505,0
M213,19,71.56,1.474,100.59,1516,0
M213,20,78.45,0.495,104.97,1499,0
M213,21,62.38,0.632,99.79,1499,0
M213,22,69.77,0.562,98.45,1474,0
M213,23,73.45,2.206,101.85,1488,0
M213,24,69.15,0.523,101.13,1494,0
M213,25,65.69,1.125,100.23,1517,0
M213,26,73.67,0.896,103.38,1491,0
M213,27,72.93,0.528,103.16,1492,0
M213,28,68.18,1.376,98.34,1525,0
M213,29,70.23,0.415,99.34,1526,0
M213,30,71.35,0.46,102.08,1476,0
M213,31,65.47,1.253,100.88,1485,0
M213,32,72.09,0.379,98.54,1512,0
M213,33,73.14,0.1,102.75,1492,0
M213,34,70.14,0.413,103.5,1469,0
M213,35,72.81,0.88,104.39,1521,0
M213,36,75.92,0.675,101.41,1502,0
M213,37,74.01,0.284,100.84,1516,0
M213,38,69.79,0.755,100.67,1490,0
M213,39,62.97,0.495,105.23,1461,0
M213,40,64.66,0.271,102.65,1468,0
M213,41,75.61,0.601,98.34,1491,0
M213,42,69.28,0.448,102.61,1501,0
M213,43,74.45,1.7,96.83,1454,0
M213,44,72.57,0.922,103.86,1510,0
M213,45,77.8,1.098,104.79,1484,0
M213,46,78.69,1.197,99.58,1504,0
M213,47,68.76,1.726,99.58,1488,0
M213,48,66.83,0.1,99.11,1480,0
M213,49,77.85,0.753,101.46,1476,0
M213,50,66.17,0.905,102.57,1474,0
M213,51,69.1,0.47,102.9,1504,0
M213,52,71.26,0.44,100.98,1514,0
M213,53,71.82,1.164,101.16,1484,0
M213,54,75.21,0.531,101.67,1496,0
M213,55,72.75,0.198,98.1,1495,0
M213,56,75.07,0.727,102.69,1474,0
M213,57,73.99,1.785,102.1,1515,0
M213,58,73.02,1.3,103.58,1485,0
M213,59,73.61,0.691,103.36,1513,0
M213,60,73.76,0.979,102.49,1483,0
M213,61,77.05,0.612,100.54,1485,0
M213,62,72.12,1.102,97.89,1504,0
M213,63,75.13,0.883,102.44,1482,0
M213,64,76.58,1.362,101.25,1448,0
M213,65,73.74,1.189,101.85,1477,0
M213,66,73.06,0.924,100.02,1521,0
M213,67,72.39,1.636,98.17,1494,0
M213,68,77.23,1.203,99.71,1466,0
M213,69,69.97,0.799,100.7,1483,0
M213,70,69.36,2.111,100.16,1495,0
M213,71,81.09,0.1,102.77,1501,0
M213,72,71.67,0.185,99.08,1462,0
M213,73,75.27,1.277,101.45,1546,0
M213,74,78.03,2.074,101.83,1513,0
M213,75,79.29,0.467,101.03,1482,0
M213,76,73.07,0.44,102.49,1549,0
M213,77,68.16,1.054,100.57,1470,0
M213,78,71.06,0.1,101.31,1488,0
M213,79,81.46,1.245,99.8,1494,0
M213,80,71.4,0.28,100.44,1494,0
M213,81,71.25,1.038,100.57,1495,0
M213,82,74.24,1.037,101.09,1476,0
M213,83,71.56,1.227,99.43,1465,0
M213,84,72.04,0.716,98.34,1470,0
M213,85,76.0,0.596,98.17,1510,0
M213,86,75.17,0.7,100.1,1481,0
M213,87,70.26,0.973,102.11,1445,0
M213,88,71.42,0.67,102.66,1501,0
M213,89,80.02,0.58,103.13,1471,0
M213,90,71.15,1.17,99.56,1476,0
M213,91,70.37,0.941,100.59,1475,0
M213,92,66.17,1.171,102.08,1495,0
M213,93,72.82,0.431,100.53,1492,0
M213,94,71.9,1.437,101.5,1517,0
M213,95,75.9,0.653,97.69,1471,0
M213,96,74.08,0.745,102.59,1486,0
M213,97,77.9,1.219,101.4,1509,0
M213,98,69.76,0.696,100.77,1478,0
M213,99,71.56,0.1,100.23,1484,0
M213,100,73.8,0.525,100.32,1528,0
M213,101,77.41,0.1,102.12,1490,0
M213,102,76.72,1.263,102.09,1506,0
M213,103,84.03,1.066,101.42,1471,0
M213,104,70.8,1.943,95.61,1474,0
M213,105,73.64,0.1,96.63,1495,0
M213,106,73.01,0.611,95.34,1496,0
M213,107,76.71,0.287,98.81,1522,0
M213,108,75.44,0.64,97.9,1499,0
M213,109,69.04,0.938,100.82,1456,0
M213,110,83.33,0.6,97.76,1463,0
M213,111,72.45,1.312,98.53,1463,0
M213,112,75.32,1.148,97.62,1450,0
M213,113,73.43,1.331,99.94,1502,0
M213,114,73.34,1.063,96.41,1457,0
M213,115,80.78,0.783,98.52,1482,0
M213,116,75.13,1.91,97.87,1515,0
M213,117,76.27,1.274,100.3,1493,0
M213,118,73.28,1.548,97.19,1479,0
M213,119,72.32,1.209,96.16,1492,0
M213,120,74.53,1.464,96.72,1472,0
M213,121,74.67,0.424,98.74,1493,0
M213,122,86.83,1.29,96.23,1487,0
M213,123,77.01,0.584,98.29,1466,0
M213,124,77.32,1.849,98.41,1505,0
M213,125,76.4,1.425,99.54,1531,0
M213,126,81.83,1.583,98.66,1510,0
M213,127,81.81,1.848,93.24,1479,0
M213,128,77.99,1.55,95.19,1502,0
M213,129,75.28,0.932,96.77,1444,0
M213,130,79.85,1.583,98.36,1491,0
M213,131,76.22,2.056,97.45,1463,0
M213,132,74.61,1.624,98.3,1484,0
M213,133,78.54,1.17,96.13,1464,0
M213,134,80.17,1.254,97.71,1484,0
M213,135,,2.296,96.85,1463,0
M213,136,79.88,1.647,99.49,1513,0
M213,137,71.31,1.172,97.4,1482,0
M213,138,73.55,1.197,97.35,1484,0
M213,139,83.34,1.914,95.5,1500,0
M213,140,82.0,0.916,94.63,1432,0
M213,141,77.0,1.236,97.23,1489,0
M213,142,73.91,1.46,96.31,1469,0
M213,143,78.22,1.979,94.08,1520,0
M213,144,69.16,2.547,100.35,1462,0
M213,145,80.96,2.246,95.66,1478,0
M213,146,75.96,1.378,97.54,1490,0
M213,147,82.67,3.043,96.04,1469,0
M213,148,78.03,2.259,94.37,1492,1
M213,149,83.22,1.749,95.37,1513,1
M213,150,76.05,1.316,93.9,1495,1
M213,151,81.05,2.169,94.53,1453,1
M213,152,75.46,1.634,95.58,1508,1
M213,153,84.96,2.107,94.41,1469,1
M213,154,85.53,1.679,91.11,1461,1
M213,155,80.0,1.637,90.93,1493,1
M213,156,85.44,3.022,95.19,1488,1
M213,157,75.9,2.576,94.29,1474,1
M213,158,80.43,2.545,95.14,1508,1
M213,159,83.27,2.707,93.33,1509,1
M213,160,86.88,3.09,92.73,1471,1
M213,161,83.01,3.207,90.11,1462,1
M213,162,80.31,1.796,93.27,1470,1
M213,163,80.5,2.943,94.33,1504,1
M213,164,81.78,3.349,93.06,1430,1
M213,165,91.45,2.486,95.36,1480,1
M213,166,83.43,2.061,90.67,1470,1
M213,167,91.56,3.824,89.5,1496,1
M213,168,85.73,2.912,96.42,1464,1
M214,1,51.0,1.696,91.22,1503,0
M214,2,57.06,2.117,89.88,1517,0
M214,3,54.38,2.246,92.04,1499,0
M214,4,56.54,2.763,89.02,1502,0
M214,5,49.22,1.069,90.63,1537,0
M214,6,58.51,1.1,86.62,1493,0
M214,7,49.08,2.035,91.55,1490,0
M214,8,50.8,0.949,90.78,1507,0
M214,9,53.41,1.295,92.03,1530,0
M214,10,56.02,2.788,92.17,1502,0
M214,11,56.91,2.567,91.51,1434,0
M214,12,54.7,2.074,90.94,1478,0
M214,13,59.33,2.562,89.34,1525,0
M214,14,55.15,2.152,89.42,1510,0
M214,15,58.44,2.036,89.89,1465,0
M214,16,57.79,1.851,90.48,1511,0
M214,17,54.87,1.875,90.43,1523,0
M214,18,55.65,2.766,88.73,1503,0
M214,19,52.47,1.924,92.63,1480,0
M214,20,56.07,1.803,91.52,1523,0
M214,21,51.65,1.804,92.42,1465,0
M214,22,55.78,2.552,88.44,1487,0
M214,23,53.83,2.732,92.48,1470,0
M214,24,55.97,2.327,91.6,1440,0
M214,25,55.45,1.399,89.87,1465,0
M214,26,51.51,2.138,89.04,1489,0
M214,27,51.64,1.845,90.31,1492,0
M214,28,56.08,0.745,89.59,1527,0
M214,29,51.56,1.445,89.91,1491,0
M214,30,53.1,1.884,85.92,1543,0
M214,31,52.69,1.014,87.88,1505,0
M214,32,56.46,2.867,86.05,1516,0
M214,33,62.66,3.133,88.01,1495,0
M214,34,50.88,1.654,88.17,1520,0
M214,35,51.45,1.812,94.16,1445,0
M214,36,52.55,2.634,86.12,1523,0
M214,37,56.18,1.25,91.94,1493,0
M214,38,53.82,1.893,91.32,1471,0
M214,39,58.7,1.443,90.37,1486,0
M214,40,54.05,1.67,90.6,1481,0
M214,41,56.02,1.698,89.85,1524,0
M214,42,56.94,2.293,88.16,1511,0
M214,43,54.67,1.992,90.6,1496,0
M214,44,55.06,1.839,90.49,1460,0
M214,45,52.69,0.403,90.95,1507,0
M214,46,54.1,2.325,86.78,1460,0
M214,47,54.05,1.689,88.58,1480,0
M214,48,53.32,3.474,88.89,1494,0
M214,49,57.31,2.14,89.23,1486,0
M214,50,51.33,2.308,89.79,1517,0
M214,51,55.58,1.777,87.55,1490,0
M214,52,54.5,1.531,86.62,1492,0
M214,53,57.53,2.155,83.28,1478,0
M214,54,57.83,1.885,87.57,1480,0
M214,55,47.3,1.587,87.95,1459,0
M214,56,52.89,2.25,87.73,1465,0
M214,57,58.74,1.833,84.36,1525,0
M214,58,57.79,1.75,86.35,1504,0
M214,59,51.04,2.067,86.12,1483,0
M214,60,60.84,1.533,87.92,1516,0
M214,61,57.23,2.001,84.91,1503,0
M214,62,56.13,2.365,86.35,1501,0
M214,63,49.55,2.146,87.33,1484,0
M214,64,56.99,1.843,87.69,1477,0
M214,65,53.13,1.846,87.79,1470,0
M214,66,53.96,2.365,90.14,1468,0
M214,67,57.68,2.421,86.11,1488,0
M214,68,51.19,2.176,83.89,1464,0
M214,69,61.31,2.421,85.89,1479,0
M214,70,55.09,2.476,85.49,1501,0
M214,71,64.24,1.962,84.61,1526,0
M214,72,60.37,2.438,83.85,1482,0
M214,73,53.9,2.387,83.34,1496,0
M214,74,57.45,2.795,83.61,1492,0
M214,75,60.79,1.764,86.1,1457,0
M214,76,66.74,2.13,84.11,1472,0
M214,77,60.09,2.448,83.9,1500,0
M214,78,56.31,2.046,87.22,1466,0
M214,79,59.94,2.479,83.48,1485,0
M214,80,61.54,3.143,82.46,1529,0
M214,81,65.06,2.566,85.63,1472,1
M214,82,60.23,2.49,87.96,1485,1
M214,83,59.76,2.739,80.6,1490,1
M214,84,62.02,2.56,85.35,1531,1
M214,85,58.4,2.292,81.83,1483,1
M214,86,59.7,2.675,82.07,1448,1
M214,87,65.12,2.587,80.58,1480,1
M214,88,61.83,3.271,81.77,1510,1
M214,89,55.47,2.889,82.96,1494,1
M214,90,60.6,2.753,86.21,1515,1
M214,91,63.17,3.361,79.72,1477,1
M214,92,67.06,3.34,80.81,1501,1
M214,93,68.78,4.075,82.48,1449,1
M214,94,58.44,3.2,81.05,1478,1
M214,95,62.33,3.535,82.76,1491,1
M214,96,68.71,3.612,78.7,1503,1
M214,97,68.63,3.213,81.81,1444,1
M214,98,64.07,4.357,81.08,1510,1
M214,99,67.68,3.508,81.01,1441,1
M214,100,62.97,5.063,79.61,1473,1
M214,101,65.74,3.647,82.19,1452,1
M215,1,63.05,0.716,94.07,1505,0
M215,2,66.56,0.1,92.74,1499,0
M215,3,60.38,0.1,94.26,1477,0
M215,4,64.06,0.1,90.79,1511,0
M215,5,66.6,0.1,91.8,1492,0
M215,6,56.92,0.1,89.82,1506,0
M215,7,63.22,0.273,92.08,1516,0
M215,8,51.33,0.1,89.4,1488,0
M215,9,60.08,0.1,91.28,1500,0
M215,10,60.91,1.107,91.34,1488,0
M215,11,63.73,0.1,89.49,1493,0
M215,12,60.85,0.233,93.43,1510,0
M215,13,59.3,0.1,92.08,1499,0
M215,14,58.0,0.387,95.3,1526,0
M215,15,53.42,0.317,89.24,1494,0
M215,16,58.78,0.681,88.41,1510,0
M215,17,56.74,0.873,92.92,1534,0
M215,18,64.98,0.581,89.31,1547,0
M215,19,59.0,0.244,90.58,1502,0
M215,20,65.91,0.851,89.56,1492,0
M215,21,61.59,0.1,91.3,1480,0
M215,22,62.48,0.1,92.17,1453,0
M215,23,62.4,0.792,91.72,1476,0
M215,24,65.77,0.843,88.0,1514,0
M215,25,62.53,0.445,90.81,1471,0
M215,26,58.5,1.199,91.53,1459,0
M215,27,60.74,1.337,91.29,1500,0
M215,28,58.97,0.1,89.97,1483,0
M215,29,58.72,0.1,90.56,1473,0
M215,30,61.39,0.684,87.97,1467,0
M215,31,51.75,0.1,87.1,1505,0
M215,32,67.44,0.1,89.08,1504,0
M215,33,,0.578,89.82,1496,0
M215,34,63.04,0.341,93.43,1495,0
M215,35,65.98,0.287,87.41,1438,0
M215,36,60.89,0.172,88.86,1509,0
M215,37,65.34,0.461,90.95,1472,0
M215,38,58.98,0.335,91.46,1479,0
M215,39,56.84,0.1,88.84,1511,0
M215,40,61.77,0.1,90.67,1484,0
M215,41,65.13,0.226,88.18,1506,0
M215,42,65.12,0.587,91.5,1471,0
M215,43,62.84,0.376,90.9,1526,0
M215,44,62.33,0.1,89.79,1511,0
M215,45,62.47,0.1,89.97,1487,0
M215,46,66.84,0.1,86.93,1507,0
M215,47,66.18,0.1,88.67,1456,0
M215,48,59.78,1.019,87.18,1486,0
M215,49,59.22,1.378,88.04,1486,0
M215,50,65.37,0.9,86.35,1476,0
M215,51,62.68,0.677,87.56,1459,0
M215,52,65.71,0.1,85.9,1508,1
M215,53,68.02,0.942,87.22,1538,1
M215,54,66.67,0.719,86.87,1471,1
M215,55,66.12,0.1,85.32,1495,1
M215,56,68.93,0.964,86.9,1508,1
M215,57,65.71,1.764,83.69,1497,1
M215,58,65.72,1.69,85.27,1503,1
M215,59,65.45,2.113,86.82,1494,1
M215,60,68.56,0.36,87.12,1482,1
M215,61,69.07,1.685,88.1,1499,1
M215,62,69.23,1.215,85.68,1479,1
M215,63,71.93,1.327,82.46,1476,1
M215,64,68.63,1.007,83.21,1473,1
M215,65,67.81,1.028,83.93,1498,1
M215,66,69.8,1.49,81.6,1477,1
M215,67,71.1,2.398,85.64,1446,1
M215,68,70.43,0.628,82.8,1498,1
M215,69,63.94,1.799,82.83,1463,1
M215,70,69.19,1.1,83.04,1477,1
M215,71,70.2,2.502,79.54,1462,1
M215,72,68.96,3.282,80.98,1504,1
M216,1,77.48,3.037,105.43,1524,0
M216,2,71.38,2.104,107.03,1498,0
M216,3,80.09,3.626,102.79,1491,0
M216,4,83.15,3.004,103.57,1476,0
M216,5,70.44,2.097,105.02,1506,0
M216,6,71.2,3.168,103.64,1485,0
M216,7,69.99,3.239,100.25,1493,0
M216,8,72.17,2.39,101.07,1487,0
M216,9,75.14,2.822,105.39,1530,0
M216,10,78.72,2.742,106.11,1487,0
M216,11,78.9,3.385,105.12,1514,0
M216,12,74.64,2.369,101.54,1474,0
M216,13,78.15,3.073,100.57,1521,0
M216,14,71.41,2.301,103.29,1497,0
