employee_id,age,tenure_years,monthly_salary,satisfaction,work_life_balance,overtime,num_promotions,years_since_promotion,commute_km,job_role,exit_process_started,attrition
E72342,33,1.9,11828,4.0,4,No,0,1.6,5,Engineering,0,0
E73315,38,5.8,5889,3.0,2,Yes,0,5.9,6,Sales,0,0
E73599,36,4.5,8797,5.0,3,No,1,3.3,28,Support,0,0
E73548,33,2.8,5180,2.0,2,Yes,1,0.6,19,Operations,0,0
E73239,39,2.4,11613,1.0,4,No,0,12.6,16,Operations,0,0
E72420,25,4.5,8684,2.0,4,No,0,1.5,6,Sales,0,0
E70711,39,9.6,6635,1.0,2,No,0,2.0,12,Engineering,0,0
E71184,45,2.9,7033,1.0,1,No,1,0.9,7,Sales,0,0
E70429,33,3.6,7168,1.0,2,No,3,1.4,21,Sales,0,0
E71476,42,4.5,3094,3.0,4,Yes,1,4.5,7,Support,0,0
E72221,47,4.3,3431,5.0,2,Yes,0,1.3,52,Engineering,0,0
E73595,33,5.1,4331,2.0,3,No,1,3.8,11,Support,0,0
E70517,34,8.9,3194,1.0,4,No,0,5.4,9,Sales,0,0
E72963,38,1.7,9486,4.0,1,Yes,1,3.9,14,Sales,1,1
E72532,44,6.1,2601,3.0,2,Yes,4,2.0,30,Engineering,0,0
E72025,52,4.3,2984,5.0,1,Yes,0,6.7,25,Engineering,0,0
E70583,44,11.9,7599,4.0,4,No,0,9.3,19,Operations,0,0
E71852,44,9.6,2500,1.0,1,No,1,0.8,12,Engineering,0,0
E73203,32,11.3,4082,2.0,3,No,1,4.6,5,Support,0,0
E71944,39,1.4,7619,5.0,1,No,0,2.2,14,Management,0,0
E70383,21,10.1,11304,4.0,1,Yes,1,3.2,2,Support,0,0
E70757,21,17.1,7906,3.0,3,No,0,6.5,11,Sales,0,0
E70985,29,4.7,2866,3.0,1,No,2,7.9,17,Engineering,0,0
E72279,47,2.5,7847,3.0,1,No,0,5.8,14,Engineering,1,1
E71023,27,4.8,5520,4.0,2,No,3,1.0,11,Operations,0,0
E70813,45,1.9,3684,3.0,2,No,2,2.0,18,Engineering,1,1
E71804,37,3.2,5344,2.0,4,No,2,3.4,3,Sales,0,0
E71551,39,7.2,7323,4.0,3,No,0,3.5,20,Operations,0,0
E71653,39,3.1,4552,4.0,4,No,2,3.6,47,Support,0,0
E70306,33,12.6,2500,3.0,3,Yes,3,8.2,19,Operations,0,0
E70481,43,5.3,5352,2.0,4,No,1,4.0,9,Support,0,0
E71344,39,2.7,7846,3.0,2,No,2,5.9,19,Operations,0,0
E71490,63,3.3,5885,5.0,4,No,0,2.7,9,Engineering,0,0
E70448,53,7.9,6270,5.0,4,No,0,5.8,50,Sales,0,0
E71043,39,1.9,9776,1.0,2,No,3,2.1,2,Operations,1,1
E70651,37,5.1,7535,4.0,1,Yes,2,5.1,4,Sales,0,0
E73090,43,3.3,8291,2.0,1,No,3,9.1,7,Engineering,1,1
E72785,39,1.6,6806,3.0,1,Yes,3,1.4,8,Engineering,0,0
E71797,36,3.3,7685,3.0,4,No,1,6.9,9,Management,0,0
E71529,41,8.2,8416,2.0,2,No,3,6.8,5,Engineering,0,0
E71074,38,2.4,5248,2.0,3,No,3,1.6,5,Sales,0,0
E70608,30,6.0,6914,4.0,4,Yes,1,2.5,42,Engineering,0,0
E73471,35,4.1,8525,3.0,2,Yes,4,2.9,13,Engineering,1,1
E71325,33,7.6,2500,2.0,1,Yes,0,3.6,14,Operations,0,0
E72088,39,3.1,6430,3.0,3,No,2,3.7,9,Management,0,0
E73446,32,4.2,7223,2.0,4,No,2,8.5,10,Sales,0,0
E71999,54,10.6,8674,2.0,1,No,0,2.7,12,Support,1,1
E73211,38,3.6,7416,2.0,1,Yes,2,6.1,24,Engineering,0,0
E70039,42,5.1,6207,3.0,1,No,5,4.7,27,Engineering,0,0
E73120,43,11.0,7321,2.0,3,No,2,2.2,4,Operations,0,0
E73383,30,2.7,3441,1.0,2,No,2,4.0,28,Engineering,0,0
E73436,44,2.7,4793,4.0,4,No,2,3.6,47,Sales,0,0
E72813,21,15.7,10925,1.0,2,No,1,10.1,32,Engineering,1,1
E72536,21,3.4,7852,3.0,3,No,1,8.5,30,Engineering,0,0
E70731,33,8.0,6383,5.0,1,No,2,2.9,18,Sales,0,0
E72725,50,1.0,3542,4.0,2,No,2,6.2,6,Management,0,0
E72198,45,5.6,7914,4.0,1,No,3,5.3,16,Sales,0,0
E71626,30,2.3,3093,5.0,3,No,1,5.8,5,Sales,0,0
E72283,27,1.6,7639,4.0,4,No,2,2.0,28,Engineering,1,1
E71770,25,12.5,9295,2.0,1,No,0,7.1,37,Operations,0,0
E73403,35,3.1,3107,4.0,4,No,0,6.5,6,Engineering,0,0
E71066,24,3.2,9027,2.0,3,No,0,7.9,21,Management,1,1
E73824,43,9.9,2869,3.0,1,No,0,0.4,6,Engineering,0,0
E72755,27,4.1,5243,5.0,3,Yes,1,4.9,16,Operations,0,0
E73892,34,5.9,6521,5.0,3,No,2,2.3,13,Engineering,0,0
E72654,45,1.4,4088,2.0,1,Yes,0,2.5,20,Support,0,0
E73627,48,7.1,6839,2.0,3,No,1,3.4,11,Support,0,0
E73026,52,5.0,8336,3.0,1,No,1,5.0,4,Engineering,1,1
E71477,45,6.9,8335,1.0,4,Yes,1,4.1,32,Support,1,1
E70715,32,8.6,6691,5.0,1,Yes,2,2.3,9,Management,0,0
E70414,30,6.0,3052,1.0,3,No,2,4.1,26,Support,0,0
E71436,45,4.7,2500,4.0,2,No,0,2.2,20,Support,0,0
E71678,39,4.4,7573,5.0,1,No,2,0.9,8,Operations,0,0
E71827,38,8.2,7629,5.0,1,No,1,8.8,12,Operations,0,0
E70493,42,5.3,4394,3.0,2,Yes,2,2.1,15,Operations,0,0
E73179,27,2.2,8469,3.0,3,No,2,3.3,11,Operations,0,0
E72742,35,6.0,3834,3.0,4,Yes,1,0.9,30,Support,0,0
E71376,23,2.0,9308,5.0,2,No,0,1.9,46,Sales,0,0
E72885,45,0.7,5489,4.0,2,No,2,5.0,42,Support,0,0
E72829,38,3.4,6138,5.0,1,No,1,3.1,18,Engineering,0,0
E73672,35,7.8,3741,3.0,1,Yes,2,3.2,17,Operations,0,0
E70169,40,4.0,9732,4.0,4,No,3,3.6,25,Sales,0,0
E73009,40,7.2,5439,1.0,3,No,1,1.6,12,Operations,0,0
E70712,41,4.8,6615,4.0,4,Yes,0,3.5,24,Engineering,0,0
E71356,39,4.1,7417,4.0,1,No,0,0.4,12,Engineering,0,0
E71315,30,6.2,7406,3.0,4,Yes,1,13.9,13,Engineering,0,0
E71220,29,2.0,3724,5.0,3,No,5,4.6,21,Engineering,0,0
E70916,34,4.2,7170,1.0,2,Yes,3,5.8,21,Sales,1,1
E71486,38,0.6,3620,5.0,3,No,2,4.0,7,Engineering,0,0
E73725,48,3.6,6199,2.0,3,No,0,0.9,9,Support,0,0
E70566,35,0.7,4467,1.0,4,No,4,4.9,8,Support,0,0
E70041,44,3.5,5883,4.0,1,No,2,2.2,17,Support,0,0
E70422,53,7.4,6712,2.0,1,No,1,0.5,21,Operations,1,1
E73993,40,4.2,7368,4.0,4,Yes,2,6.2,11,Management,0,0
E73338,35,9.2,7096,5.0,3,Yes,0,4.4,15,Sales,0,0
E72819,54,7.9,8670,1.0,4,No,0,9.4,32,Management,1,1
E70052,52,3.6,6478,5.0,4,No,0,3.8,4,Operations,0,0
E70644,26,4.5,7394,1.0,2,Yes,5,2.4,30,Engineering,1,1
E72113,43,0.0,5909,5.0,2,No,1,5.5,19,Operations,1,1
E70837,48,2.1,6326,3.0,1,No,0,3.0,27,Support,0,1
E72409,44,1.4,7996,1.0,1,No,1,3.6,53,Operations,1,1
E72622,40,1.6,6211,5.0,2,Yes,0,1.8,14,Management,0,0
E71156,43,1.8,5168,3.0,4,No,0,4.7,17,Sales,0,0
E70398,35,0.3,7093,1.0,3,No,1,3.5,9,Sales,0,0
E72024,44,4.9,2591,1.0,4,Yes,1,4.9,17,Management,0,0
E70783,27,3.9,3691,1.0,4,No,0,12.6,17,Operations,1,1
E72324,33,5.1,4721,1.0,2,No,0,0.1,28,Support,0,0
E70283,46,1.6,7401,3.0,1,Yes,4,2.0,7,Operations,0,0
E72218,45,3.2,5772,5.0,3,Yes,0,6.1,26,Sales,0,0
E71252,22,2.8,4573,5.0,1,No,2,6.4,1,Engineering,1,1
E72238,40,2.0,10432,3.0,2,No,2,7.3,31,Operations,0,0
E71273,31,9.5,5154,5.0,4,Yes,0,7.0,5,Support,0,0
E71199,37,11.8,4475,1.0,2,No,1,0.4,17,Sales,0,0
E73206,32,2.2,4512,3.0,1,Yes,0,0.3,19,Engineering,0,0
E73897,34,4.0,3911,4.0,1,Yes,1,7.7,8,Support,0,0
E73761,42,2.5,8357,5.0,1,No,1,5.2,21,Sales,0,0
E72187,31,8.5,6895,4.0,4,No,1,3.8,15,Sales,0,0
E71712,25,5.0,2500,3.0,4,Yes,1,3.0,22,Support,0,0
E71141,41,2.1,8231,1.0,1,Yes,1,2.1,33,Operations,1,1
E72959,51,5.8,4611,4.0,3,No,2,2.0,6,Engineering,0,0
E73754,26,9.7,4462,2.0,2,Yes,0,2.0,10,Operations,0,0
E71714,38,2.7,8261,1.0,2,Yes,1,2.8,34,Sales,0,0
E72284,30,7.3,8660,2.0,2,Yes,1,2.3,8,Sales,0,0
E72280,44,1.8,5829,4.0,2,No,0,5.2,9,Operations,0,0
E73156,42,6.5,7972,5.0,4,No,2,7.6,3,Engineering,0,0
E70552,28,2.4,9015,1.0,1,No,2,4.2,2,Sales,1,1
E70197,30,7.3,7558,1.0,3,No,1,0.1,22,Support,0,0
E71040,50,9.1,5878,3.0,1,Yes,0,0.7,4,Operations,0,0
E73660,36,5.4,5447,3.0,1,No,1,0.7,27,Support,0,0
E70844,29,4.8,4905,3.0,4,No,1,0.5,13,Management,1,1
E73094,48,5.2,6087,2.0,4,No,3,3.2,7,Support,1,1
E72611,48,3.0,4983,1.0,4,No,3,3.8,11,Management,0,0
E73855,35,5.3,11043,3.0,3,No,0,2.7,12,Engineering,0,0
E72364,29,5.8,7999,1.0,1,No,0,6.7,12,Engineering,1,1
E71143,37,3.3,7043,2.0,4,Yes,2,3.5,10,Engineering,1,1
E71618,53,7.7,4964,2.0,1,No,1,2.5,3,Management,0,0
E71026,50,17.0,3860,5.0,2,No,0,5.2,5,Management,0,0
E73537,54,3.9,5063,2.0,1,Yes,1,4.3,14,Operations,1,1
E70602,41,5.2,7217,3.0,1,No,2,3.8,13,Operations,0,0
E71629,32,11.0,3576,5.0,2,No,1,2.0,15,Operations,0,0
E70386,50,6.4,7241,3.0,1,No,0,4.7,14,Engineering,0,0
E73739,51,2.8,4941,4.0,2,No,1,2.1,57,Engineering,1,1
E72034,29,6.0,6428,3.0,3,Yes,3,1.1,6,Sales,0,1
E71335,30,3.1,6584,4.0,3,No,3,5.2,10,Engineering,0,0
E70804,45,6.7,2550,2.0,3,Yes,0,2.6,7,Engineering,0,0
E70492,28,2.1,7771,2.0,2,No,0,3.1,5,Operations,0,1
E72726,36,2.6,8733,1.0,4,Yes,0,0.9,13,Sales,1,1
E70340,34,13.3,5947,4.0,2,Yes,1,0.9,50,Engineering,0,0
E73701,32,8.5,2500,2.0,2,No,0,4.9,35,Operations,1,1
E70165,33,2.4,3941,2.0,3,Yes,0,1.7,7,Engineering,0,0
E73870,46,8.6,9015,5.0,4,No,2,3.0,8,Operations,0,0
E72227,25,7.5,4865,4.0,4,No,2,1.0,7,Sales,1,0
E72374,41,3.7,4021,1.0,2,Yes,1,0.8,11,Sales,1,1
E70484,28,7.5,3500,4.0,1,No,0,3.0,1,Engineering,0,0
E72849,36,2.8,6893,3.0,4,Yes,2,2.0,3,Sales,0,0
E73983,35,15.2,6972,4.0,4,No,2,1.9,18,Operations,0,0
E70421,41,6.0,5421,4.0,2,No,3,7.6,24,Operations,1,0
E70154,38,8.7,6067,5.0,4,No,1,3.1,21,Sales,0,0
E70591,31,8.3,4454,1.0,4,No,3,0.9,85,Sales,0,0
E71571,32,6.6,10944,5.0,2,Yes,0,4.3,19,Management,0,0
E73476,43,8.4,6828,1.0,4,No,3,1.8,12,Engineering,0,0
E70378,36,4.2,2789,2.0,3,Yes,1,0.5,12,Sales,0,0
E73259,40,2.8,2500,1.0,2,No,1,1.3,15,Sales,0,0
E72172,38,5.7,9650,1.0,4,Yes,0,1.3,6,Support,1,1
E71051,42,5.9,7283,5.0,4,No,2,1.4,26,Sales,0,0
E72114,45,4.2,2500,5.0,3,No,1,1.6,2,Operations,0,0
E73478,29,3.5,5740,2.0,1,No,0,3.5,18,Operations,0,0
E72050,36,4.9,8249,5.0,2,No,0,2.9,17,Operations,0,0
E72589,23,6.0,6069,2.0,2,No,1,7.9,18,Engineering,0,0
E72989,33,7.2,7389,5.0,2,No,2,5.6,37,Management,0,0
E73756,34,5.0,2871,3.0,2,No,2,2.4,27,Sales,0,0
E72732,40,11.0,4942,5.0,1,No,1,1.4,5,Engineering,0,0
E71596,42,11.7,5229,2.0,4,No,1,4.5,23,Sales,0,0
E73909,43,2.4,7322,4.0,1,No,1,0.9,21,Sales,0,0
E73004,42,5.8,9554,1.0,3,No,2,0.7,32,Management,0,0
E70249,31,3.0,7082,2.0,1,Yes,2,3.6,46,Engineering,1,1
E70637,41,5.4,5892,4.0,3,Yes,1,1.4,12,Support,0,0
E70343,35,8.1,3725,3.0,4,No,0,3.4,2,Sales,0,0
E70465,36,4.3,6618,3.0,2,Yes,0,2.0,14,Operations,0,0
E70573,37,5.3,5992,3.0,2,Yes,2,3.5,23,Management,1,0
E73496,26,1.4,7726,3.0,4,No,1,0.8,19,Operations,0,0
E70022,34,3.7,7709,2.0,3,Yes,1,8.0,10,Management,0,0
E70759,21,4.4,4992,2.0,3,No,2,1.3,10,Support,0,0
E73990,43,9.8,9605,4.0,1,No,1,7.1,22,Sales,0,0
E70835,33,0.3,2500,4.0,4,Yes,0,4.5,26,Operations,0,0
E72133,31,7.0,3835,4.0,3,No,0,2.4,7,Support,0,0
E73199,37,1.0,6286,3.0,4,Yes,2,3.4,19,Engineering,0,0
E73547,42,8.3,5341,3.0,4,Yes,2,2.1,10,Sales,0,0
E71140,21,6.3,6526,1.0,2,No,0,1.1,11,Support,0,0
E70352,30,5.5,7857,1.0,3,No,0,4.0,12,Management,0,0
E73183,41,13.1,6352,3.0,3,No,2,1.4,11,Engineering,0,0
E71696,34,3.2,6735,3.0,4,No,2,1.6,16,Operations,1,1
E73084,40,3.5,4837,5.0,3,No,1,2.7,5,Engineering,1,0
E71642,63,8.6,2500,2.0,4,No,0,1.0,3,Management,0,0
E70007,26,3.9,3518,4.0,1,No,3,11.0,7,Engineering,0,0
E73043,33,2.2,5371,2.0,2,No,1,2.7,3,Operations,0,0
E73677,37,1.5,5112,1.0,1,No,2,2.2,8,Operations,1,1
E70513,33,7.0,4757,4.0,2,No,2,10.3,9,Engineering,0,0
E71448,41,1.1,5977,4.0,1,No,0,4.1,5,Sales,0,0
E71195,37,4.1,5944,5.0,2,No,2,5.2,13,Engineering,0,0
E73516,45,8.2,4672,1.0,4,No,1,4.3,9,Support,0,0
E70235,50,3.4,8131,4.0,3,Yes,4,1.2,29,Management,1,1
E71017,35,8.5,6106,1.0,1,No,2,1.8,20,Sales,1,1
E72326,37,3.2,6707,3.0,1,No,1,5.9,15,Sales,0,0
E70949,55,3.3,9337,3.0,4,Yes,0,1.0,10,Operations,1,0
E73989,38,2.2,7000,3.0,1,No,3,2.3,7,Operations,0,0
E72729,38,4.1,6623,2.0,1,No,2,1.0,5,Sales,0,0
E71870,51,5.2,8358,2.0,2,Yes,2,1.4,15,Sales,0,0
E73379,50,4.1,4510,5.0,1,No,0,7.2,18,Management,0,0
E71068,37,2.3,7233,2.0,2,No,2,4.2,5,Operations,0,0
E73346,38,6.0,5269,5.0,3,No,3,7.2,44,Engineering,0,0
E70708,35,2.0,6516,2.0,1,No,0,2.3,9,Sales,0,0
E73608,32,6.8,8994,3.0,2,No,2,0.9,4,Engineering,0,0
E73392,37,3.1,6260,3.0,1,No,1,12.0,12,Engineering,0,0
E71108,31,3.0,4073,4.0,3,Yes,2,8.3,15,Operations,0,0
E71246,30,1.9,8940,1.0,2,Yes,1,1.3,5,Engineering,0,0
E72898,50,2.7,3711,5.0,2,No,3,3.1,7,Operations,0,0
E71542,53,2.6,4613,5.0,3,No,0,0.3,17,Engineering,0,0
E71784,50,7.0,2500,3.0,3,Yes,1,1.8,6,Management,1,1
E70888,37,2.5,7265,4.0,1,No,4,1.1,12,Sales,0,0
E71890,46,6.7,6218,2.0,4,No,2,1.1,20,Operations,0,0
E71701,29,16.4,7274,5.0,2,No,3,2.1,8,Support,0,0
E72862,21,2.6,8457,3.0,4,No,2,1.2,3,Engineering,1,0
E72648,33,7.5,9281,2.0,4,No,1,7.3,77,Sales,0,0
E70632,25,4.2,8197,3.0,3,No,0,3.7,12,Management,1,1
E72458,36,3.9,8263,4.0,3,No,1,4.1,8,Sales,0,0
E71098,51,7.6,2564,1.0,2,No,1,2.7,20,Management,1,1
E72717,49,6.0,8143,,1,Yes,0,4.2,21,Engineering,0,0
E72189,42,4.6,8921,1.0,3,No,0,1.9,19,Engineering,0,0
E72869,35,11.4,6629,2.0,1,No,0,1.0,12,Engineering,1,1
E71756,29,6.4,4117,4.0,1,No,0,2.8,5,Management,0,0
E70815,31,2.0,4973,1.0,1,No,1,1.1,20,Engineering,0,0
E71090,49,11.4,5402,3.0,4,No,0,0.9,13,Support,1,1
E73651,39,2.0,5359,4.0,2,No,1,11.6,13,Sales,0,0
E72203,47,8.7,5887,3.0,3,No,3,0.9,46,Sales,0,0
E70945,32,7.9,6556,4.0,4,No,0,3.3,9,Engineering,0,0
E70610,26,5.2,6197,1.0,2,No,3,6.4,17,Sales,1,1
E72418,38,1.8,4117,4.0,2,Yes,1,2.6,2,Support,0,0
E71748,30,3.4,8178,4.0,4,No,1,6.4,12,Operations,0,0
E72231,27,3.8,3361,4.0,1,Yes,1,2.9,21,Operations,0,0
E70610,26,5.2,6197,1.0,2,No,3,6.4,17,Sales,1,1
E73361,37,0.4,9603,3.0,3,No,2,2.5,28,Support,0,0
E72610,33,2.4,7338,4.0,3,Yes,0,0.6,3,Engineering,0,0
E73172,31,7.5,2500,1.0,2,No,1,8.6,35,Sales,0,1
E72208,47,7.7,3639,2.0,4,No,0,6.9,9,Management,0,0
E73532,34,3.2,3522,2.0,4,No,2,5.0,12,Engineering,0,0
E71075,50,4.0,4737,3.0,2,No,2,1.1,3,Operations,0,0
E73821,47,6.1,5455,2.0,3,No,2,1.4,35,Support,1,1
E70094,34,6.7,4404,3.0,4,No,2,0.8,4,Operations,0,0
E73584,41,3.2,4953,4.0,3,No,2,1.0,44,Operations,0,0
E73907,31,2.2,2500,1.0,4,Yes,0,3.6,26,Support,1,1
E71279,30,2.7,6813,2.0,4,No,1,2.8,11,Engineering,0,0
E70333,36,5.4,3870,1.0,2,No,2,3.5,13,Support,1,1
E73453,42,3.8,5437,5.0,3,No,1,13.6,20,Support,0,0
E73308,37,15.5,11473,2.0,1,No,2,1.5,12,Support,0,0
E73341,40,3.6,5845,1.0,1,No,1,2.8,32,Support,0,0
E71320,40,1.6,7509,5.0,4,No,3,1.2,9,Engineering,0,0
E70508,47,3.8,5260,4.0,3,No,2,1.2,4,Management,0,0
E73514,46,3.9,5695,3.0,1,Yes,2,7.3,15,Engineering,1,1
E70447,50,2.1,2916,3.0,3,No,1,3.9,18,Sales,1,1
E70974,35,0.7,8411,3.0,4,No,0,2.0,14,Sales,0,0
E70778,51,0.8,7514,3.0,3,Yes,2,4.9,14,Operations,0,0
E73551,53,0.2,7886,2.0,2,No,1,1.0,12,Sales,0,0
E71044,33,4.9,4772,1.0,4,Yes,1,0.8,9,Management,0,0
E72475,48,4.6,6843,1.0,4,No,3,6.4,6,Operations,0,0
E72292,39,3.8,4413,4.0,2,No,6,1.6,14,Operations,0,0
E70653,36,1.6,3324,2.0,3,No,0,1.7,4,Operations,0,0
E70346,32,2.4,5825,4.0,2,No,1,0.7,15,Sales,0,0
E70126,44,3.7,8491,2.0,4,No,3,1.9,20,Operations,1,1
E71018,26,0.6,3783,4.0,1,No,6,6.0,10,Support,0,0
E71469,23,2.6,11100,3.0,2,No,4,1.7,15,Engineering,0,0
E71800,39,1.8,3628,2.0,1,Yes,2,1.9,18,Support,0,0
E71725,34,3.8,5048,1.0,2,Yes,1,2.0,19,Engineering,1,1
E70973,37,2.5,7839,5.0,2,Yes,2,3.6,22,Sales,0,0
E72978,33,4.0,4574,2.0,1,No,2,1.1,33,Operations,1,1
E73558,39,1.3,3817,2.0,1,Yes,1,2.6,15,Sales,0,0
E71520,38,2.6,7808,1.0,4,Yes,4,4.1,10,Support,0,0
E72574,36,8.8,4699,1.0,1,No,2,0.4,50,Operations,1,1
E73116,41,3.2,8024,5.0,4,No,0,0.3,12,Support,0,0
E70483,35,2.3,3626,5.0,1,No,1,9.9,28,Management,0,0
E70262,39,0.8,4464,2.0,2,No,1,1.3,3,Sales,1,1
E70518,35,10.7,9228,1.0,4,No,1,3.3,11,Management,0,0
E70991,33,0.3,6328,2.0,2,Yes,1,5.9,5,Engineering,0,0
E70943,29,10.7,7655,3.0,2,No,2,1.1,21,Sales,0,0
E71591,41,6.1,4762,4.0,2,No,2,6.4,10,Engineering,0,0
E70450,32,3.7,3293,1.0,3,No,2,0.5,4,Operations,0,0
E72928,23,1.7,7796,3.0,3,No,2,3.9,22,Operations,0,0
E72848,40,2.9,6798,5.0,3,Yes,0,2.0,11,Sales,0,0
E71355,27,3.3,7308,4.0,4,No,3,1.1,25,Sales,0,0
E71924,34,2.0,4214,5.0,1,Yes,2,1.6,5,Management,1,1
E71311,55,2.9,7855,5.0,1,Yes,4,4.3,25,Sales,0,0
E73997,46,2.6,11237,5.0,2,No,1,3.0,20,Management,0,0
E70393,50,5.6,4963,5.0,3,No,0,2.8,2,Engineering,0,0
E73853,27,2.9,7182,3.0,1,Yes,3,1.6,6,Engineering,0,0
E70675,48,2.2,2500,3.0,3,No,0,2.7,5,Sales,0,0
E70823,40,5.1,9159,4.0,1,No,1,5.2,11,Sales,0,0
E71613,39,1.4,6539,4.0,3,Yes,1,3.1,7,Operations,0,0
E72701,42,2.8,4890,3.0,4,Yes,2,1.6,21,Engineering,1,1
E72454,35,4.5,6518,4.0,1,Yes,2,2.4,21,Engineering,0,0
E72349,41,6.5,4467,3.0,2,Yes,1,4.6,50,Engineering,0,0
E72404,36,3.1,4604,3.0,2,No,1,4.2,25,Engineering,0,0
E73049,30,7.8,6802,3.0,1,No,1,3.2,15,Support,0,0
E70479,27,4.8,5021,2.0,2,No,1,3.2,2,Operations,1,1
E70560,43,2.3,7121,1.0,1,Yes,3,7.4,19,Management,0,0
E71876,38,1.6,6598,1.0,4,Yes,1,6.0,12,Engineering,0,0
E72023,23,5.7,8505,3.0,4,Yes,2,8.2,3,Engineering,0,0
E71212,56,1.1,2782,1.0,2,No,0,0.5,16,Engineering,1,1
E71342,47,3.7,5831,1.0,3,Yes,1,6.0,28,Engineering,0,0
E72798,53,6.9,5415,4.0,1,No,1,2.0,23,Sales,1,1
E72230,49,9.5,8852,2.0,1,No,3,3.5,8,Support,0,0
E70841,43,5.3,7184,3.0,1,Yes,2,2.5,23,Support,1,1
E71569,52,1.8,4248,3.0,1,No,1,4.5,28,Operations,0,0
E71730,28,4.1,8113,4.0,2,Yes,1,2.2,11,Engineering,0,0
E72036,42,5.4,8488,3.0,1,No,2,2.4,6,Sales,0,0
E73028,45,2.4,3994,5.0,2,No,1,0.8,21,Support,0,0
E73641,55,4.0,8800,1.0,2,Yes,0,3.2,42,Support,1,1
E70040,30,3.3,7283,2.0,4,Yes,3,4.8,6,Engineering,0,0
E73848,56,1.5,5239,5.0,3,Yes,2,3.1,26,Sales,0,0
E72343,31,2.7,7051,1.0,3,No,1,3.5,24,Engineering,0,0
E72880,37,1.8,4352,3.0,2,No,1,4.8,6,Engineering,0,0
E70662,27,2.3,5720,2.0,4,No,0,4.9,11,Engineering,0,0
E71014,38,6.8,2500,4.0,2,No,0,1.1,26,Sales,1,1
E70285,48,3.4,7825,5.0,4,No,1,5.1,8,Support,0,0
E72929,43,4.5,6570,5.0,3,No,0,0.5,9,Support,0,0
E73807,57,1.6,3596,1.0,3,Yes,2,4.1,9,Engineering,0,1
E73899,48,1.7,6260,5.0,2,No,2,1.8,2,Operations,0,0
E70104,47,10.2,5062,1.0,3,No,2,4.3,6,Engineering,1,1
E70234,32,8.3,5111,4.0,2,No,2,3.1,19,Sales,0,0
E72241,32,1.5,6375,5.0,2,No,2,3.8,39,Support,0,0
E71855,35,1.1,10156,5.0,2,No,1,0.4,6,Engineering,0,0
E70616,36,1.8,6232,5.0,1,No,1,4.1,18,Sales,0,0
E71048,35,4.3,7165,1.0,2,Yes,1,3.0,20,Sales,1,1
E71055,32,2.4,4203,1.0,1,Yes,1,2.9,1,Engineering,1,1
E70453,35,7.0,5889,1.0,4,No,2,2.6,19,Operations,0,1
E71940,40,2.3,6770,3.0,2,No,1,2.0,7,Operations,0,0
E73074,26,2.9,8990,2.0,1,No,3,2.5,11,Support,0,0
E73066,24,3.8,8133,4.0,2,No,2,3.0,10,Sales,0,0
E71541,21,7.1,5947,2.0,1,No,2,4.0,12,Engineering,0,0
E73626,21,1.6,4441,3.0,1,No,0,8.4,7,Operations,0,0
E71582,36,7.9,8666,3.0,4,Yes,0,2.3,10,Management,0,0
E70089,36,1.6,3639,3.0,3,Yes,2,1.3,45,Engineering,0,0
E72355,32,5.1,10946,1.0,4,No,2,6.1,14,Management,0,0
E71310,30,10.2,6349,3.0,1,No,1,0.9,22,Operations,1,1
E71371,39,4.1,2500,3.0,4,No,4,4.6,8,Engineering,0,0
E71170,21,4.7,5651,1.0,1,No,1,5.6,40,Engineering,1,1
E73236,44,8.0,8683,1.0,4,No,1,3.4,21,Support,0,0
E70690,37,4.8,6016,3.0,4,No,0,2.1,6,Sales,0,0
E72693,39,4.7,2500,1.0,2,No,0,2.1,9,Sales,0,0
E70402,49,2.8,7033,3.0,4,No,2,2.2,14,Sales,0,0
E72026,41,2.3,6247,4.0,4,No,0,1.9,14,Sales,0,0
E73674,45,3.4,2500,3.0,4,No,1,4.1,16,Support,0,0
E70701,34,6.7,6885,3.0,2,No,3,9.6,15,Support,1,1
E72594,52,2.9,12921,5.0,4,No,1,2.1,5,Management,0,0
E71735,42,9.6,8997,1.0,2,No,0,0.7,41,Management,0,0
E70543,38,3.5,6201,1.0,1,No,0,1.4,16,Engineering,1,1
E72690,55,5.3,4486,5.0,4,No,1,3.8,8,Support,0,0
E70403,35,1.7,8431,5.0,3,No,1,5.6,47,Management,0,0
E72244,21,9.4,3674,5.0,2,Yes,0,2.5,18,Sales,1,1
E72969,43,7.6,9413,4.0,2,Yes,0,7.2,19,Sales,0,0
E71929,36,4.8,6663,4.0,2,No,1,3.5,10,Support,0,0
E71523,44,1.2,8779,,3,No,3,0.9,6,Operations,0,0
E73079,21,4.9,5795,4.0,3,No,1,0.5,24,Management,0,0
E71532,43,2.5,5656,2.0,3,No,2,2.3,11,Engineering,0,0
E70860,46,5.8,6676,4.0,4,Yes,0,0.6,13,Engineering,0,0
E71501,31,7.7,5904,1.0,1,No,0,5.2,12,Support,1,1
E71895,31,10.2,5645,3.0,2,Yes,0,7.1,13,Sales,0,0
E73650,28,2.7,5633,5.0,4,Yes,2,3.0,11,Sales,0,0
E70067,33,5.8,7198,2.0,2,Yes,1,5.2,9,Support,0,0
E72134,35,11.4,9296,5.0,4,No,1,1.4,20,Operations,0,0
E70545,37,14.0,2500,4.0,2,No,2,2.3,18,Engineering,0,0
