transaction_id,amount,hour,txns_last_hour,merchant_category,foreign_transaction,card_present,account_age_days,distance_from_home_km,is_fraud
T102382,89.37,15,0,electronics,0,0,1588,16.9,0
T108782,38.48,15,1,ONLINE,0,1,136,4.1,0
T107448,49.7,7,2,restaurant,0,0,2441,30.1,0
T107619,120.56,15,1,grocery,0,1,1825,80.2,0
T104328,18.52,14,1,grocery,0,0,1770,2.0,0
T103898,23.91,9,1,grocery,0,1,1837,52.5,0
T106385,37.86,9,1,travel,0,1,1140,45.4,0
T103163,21.51,7,1,gas,0,1,1049,45.5,0
T103055,13.96,15,0,restaurant,0,1,934,25.1,0
T107151,63.14,11,0,grocery ,0,1,2109,24.8,0
T103611,24.45,7,0,online,0,1,1511,1.1,0
T106914,45.54,6,3,online,0,1,1861,2.5,0
T106774,39.22,3,0,gas,0,0,245,26.2,0
T104564,91.78,19,0,Travel,0,0,1713,32.4,0
T106599,24.02,19,4,online,0,0,644,6.5,0
T100006,117.97,11,1,Travel,0,1,494,7.0,0
T102984,23.42,22,1,Online,0,1,1683,66.3,0
T102090,79.59,14,2,restaurant,0,1,222,106.3,0
T101739,34.29,16,1,restaurant,0,0,2215,4.1,0
T103401,6.19,9,2,electronics,1,0,805,3.2,0
T102940,63.21,6,1,online,0,0,2295,25.4,0
T108820,82.49,13,2,restaurant,0,1,932,20.7,0
T104298,208.59,6,0,restaurant,0,1,1763,198.4,0
T106142,20.04,5,1,grocery,0,0,181,6.5,0
T102123,17.86,12,1,online,1,1,2008,136.8,0
T100413,13.76,1,1,grocery,0,1,1040,13.0,0
T100704,164.62,7,1,restaurant,0,1,545,5.1,0
T106446,200.6,4,1,gas,0,1,704,2.3,0
T103527,25.1,10,2,travel,0,1,2389,1.8,0
T106725,17.8,11,0,grocery,0,1,821,51.1,0
T106223,211.41,2,2,Online,0,0,2301,4.5,1
T107843,39.87,5,4,online,0,1,305,3.4,1
T107314,18.41,4,1,grocery,0,0,2048,40.6,0
T105454,25.45,11,0,gas,0,1,739,52.8,0
T102439,86.97,1,0,travel,0,0,594,9.9,1
T106667,79.24,3,1,restaurant,0,1,2113,20.7,0
T105959,33.51,12,2,gas,0,1,149,3.9,0
T101698,59.41,9,1,online,0,0,48,13.7,0
T100148,70.85,19,0,grocery,0,1,167,23.0,0
T105092,77.26,8,0,gas,0,1,2429,42.2,0
T100337,20.5,0,0,grocery,1,1,2148,,0
T100910,65.39,21,1,grocery,0,1,1075,3.3,0
T104044,13.68,21,2,online ,0,1,887,9.1,0
T102871,121.01,7,0,restaurant,0,0,2033,13.8,0
T105590,73.93,10,2,Travel,0,1,1593,7.2,0
T102175,127.42,20,0,online,1,0,747,3.3,1
T105089,173.06,19,0,online,0,0,1351,8.3,0
T108288,84.6,4,1,gas,0,1,1347,52.8,0
T108238,60.63,19,0,restaurant,0,1,2241,49.6,0
T101276,101.7,14,0,ONLINE,0,0,1495,3.3,0
T100370,11.02,15,3,online,0,0,184,4.1,1
T107967,30.4,13,1,gas,0,0,1865,20.1,0
T104166,91.07,15,2,restaurant,0,0,396,28.8,1
T107599,269.35,18,1,Online,0,1,1734,5.9,0
T103272,42.69,22,0,restaurant,0,0,1758,1.2,0
T105535,96.59,2,3,gas,0,1,1229,2.5,0
T105073,8.41,5,0,grocery,0,1,1634,19.4,0
T106177,137.27,17,1,Gas,1,0,100,13.6,1
T103719,9.07,15,2,Travel,0,1,634,10.7,0
T103236,65.19,19,0,grocery,0,1,1375,3.5,0
T106267,131.11,13,1,Gas,0,1,263,10.7,0
T102479,13.7,1,2,grocery,0,1,633,8.9,0
T108748,59.05,4,2,gas,0,1,1759,3.4,0
T100583,35.07,21,0,restaurant,1,1,227,13.2,0
T103922,50.79,19,0,gas,0,0,576,3.3,0
T104944,46.44,16,0,gas,0,0,192,4.5,0
T105034,31.47,19,1,electronics,0,1,610,15.2,1
T106541,25.46,5,1,gas,0,1,1005,28.9,0
T104624,13.15,21,1,Restaurant,0,0,642,49.3,0
T105003,31.21,7,2,grocery,0,0,506,2.8,0
T104452,81.59,8,2,online,0,1,810,23.2,1
T104475,31.71,21,1,electronics,0,1,2094,13.9,0
T105186,38.13,9,3,gas,0,0,1094,16.5,0
T108246,163.2,2,0,grocery ,0,0,2028,17.1,0
T101842,20.2,1,1,electronics,0,0,269,0.5,0
T103958,106.7,22,0,grocery ,0,0,1995,65.7,0
T103530,22.85,17,2,travel,0,1,716,102.4,0
T107180,18.25,5,1,restaurant,0,1,1131,226.7,0
T101575,12.07,9,1,restaurant,0,1,1008,4.2,0
T107359,70.56,23,1,travel,0,1,1414,6.1,0
T104049,30.56,20,2,Gas,0,0,946,12.9,0
T106039,31.4,11,1,online,0,0,1620,8.3,0
T103751,99.44,2,0,Gas,0,1,1232,20.0,0
T105400,24.1,15,0,gas,1,1,479,12.2,0
T107748,169.86,6,1,travel,0,1,2410,165.3,0
T105177,88.42,14,0,Gas,0,0,1024,46.2,0
T104898,106.04,23,0,online,0,0,221,42.4,0
T104118,71.51,21,3,online,0,0,2041,4.4,0
T108150,29.01,17,0,travel,1,1,97,31.4,1
T105945,25.63,2,1,travel,0,1,136,5.8,0
T102741,23.55,21,2,gas,0,0,1825,249.8,0
T107770,17.97,21,2,gas,0,1,2074,1.6,0
T105212,44.24,3,0,online,0,1,2271,9.1,0
T100207,122.34,17,1,gas,0,0,1186,5.8,0
T104156,83.76,10,0,grocery,0,1,143,4.2,0
T106354,59.29,1,1,gas,0,0,498,31.1,1
T107152,50.99,21,1,gas,0,1,1752,1.9,0
T105283,42.05,19,1,Travel,0,0,485,43.0,0
T105113,14.34,15,0,grocery,0,1,726,37.9,0
T106951,71.33,7,2,online,1,1,2084,9.2,0
T108702,77.73,13,1,Online,0,0,620,2.2,0
T107829,66.49,16,0,grocery ,0,1,2027,1.7,0
T104936,110.07,10,2,grocery,0,0,1210,4.0,0
T105302,195.21,2,0,grocery,0,1,1614,4.0,0
T101658,54.36,1,1,grocery ,0,1,828,0.8,0
T107281,58.08,22,0,Grocery,0,1,1738,94.2,0
T104922,58.02,17,3,travel,0,0,1842,35.4,0
T103249,50.8,2,0,ONLINE,0,1,1287,5.8,0
T106916,6.57,14,0,grocery,0,1,2366,5.3,0
T101884,14.36,0,3,Grocery,0,0,1836,43.5,0
T106631,106.73,15,0,grocery,0,0,1753,21.1,0
T102916,62.24,17,1,online,1,1,1112,1.3,0
T108580,802.87,3,1,grocery ,0,0,1929,2.2,0
T103084,104.31,12,3,restaurant,1,1,1975,9.4,0
T105611,113.75,12,1,restaurant,0,1,2434,4.8,0
T106314,38.94,13,1,restaurant,0,1,1951,6.9,0
T102180,114.47,8,2,Grocery,0,0,1216,1.9,0
T104413,49.68,7,1,Grocery,0,1,2450,14.3,0
T104913,26.39,6,1,Gas,0,0,695,11.9,0
T104223,41.29,14,2,grocery,0,1,1635,5.8,0
T102318,29.67,0,3,grocery,0,0,2435,12.2,0
T104082,94.32,17,0,grocery ,0,0,1252,64.7,0
T107623,83.6,9,1,gas,0,1,2441,1.9,0
T103331,39.0,11,2,restaurant,0,0,575,5.5,0
T100441,27.17,0,0,restaurant,0,1,2239,6.6,0
T107600,121.93,22,2,travel,0,1,2451,198.0,0
T102352,16.4,13,1,gas,0,1,1445,13.9,0
T107072,34.38,21,1,Travel,0,0,1827,11.0,0
T101769,50.11,7,1,online,0,1,1423,83.1,0
T104967,28.77,15,2,restaurant,0,0,2468,41.1,0
T100325,103.06,6,1,grocery,0,0,1038,45.4,0
T100424,51.98,4,0,Online,0,1,2309,14.5,0
T107497,90.62,5,2,Travel,0,1,109,0.4,0
T108915,18.26,19,1,grocery,0,1,1704,10.4,0
T103864,51.32,23,1,electronics,0,0,1555,7.7,0
T108037,105.76,16,1,restaurant,0,0,1111,13.9,0
T104147,30.68,11,3,restaurant,1,1,804,64.7,0
T108151,49.62,10,0,online,0,1,1460,5.7,0
T107963,100.68,7,2,travel,0,0,2297,18.1,0
T100867,9.67,1,1,online,0,1,2246,17.2,0
T106696,11.42,1,0,electronics ,0,1,64,2.7,0
T100516,26.13,11,0,travel,0,1,1230,1.7,0
T100458,29.19,2,1,travel,0,0,1125,68.7,0
T107461,105.61,20,2,Grocery,0,0,959,19.1,0
T101662,72.85,14,1,Online,0,0,869,25.0,0
T104069,75.8,4,0,gas,0,0,2450,33.3,0
T100018,112.76,22,1,Restaurant,0,0,991,3.1,0
T101649,99.3,22,0,online,0,1,632,1.4,0
T108575,59.84,4,2,gas,0,1,2427,8.3,0
T108589,29.83,8,1,grocery ,0,1,1806,1.4,0
T108502,38.4,20,0,grocery ,0,0,1724,217.6,0
T107034,63.36,13,3,Grocery,0,1,2186,12.8,0
T102597,72.06,2,0,gas,0,1,743,10.9,0
T103210,43.4,7,1,online,0,1,2082,28.7,0
T104233,9.16,17,1,Travel,0,0,1993,8.7,0
T105175,154.78,1,0,grocery,0,0,1919,22.5,0
T100585,87.61,21,0,travel,0,0,1542,2.9,0
T107462,29.04,13,2,Grocery,0,0,1848,3.4,0
T105505,32.69,3,1,electronics,0,1,1821,1.1,0
T101938,16.41,8,2,restaurant,0,1,1926,3.9,0
T105046,88.92,7,0,online,0,0,1554,9.8,0
T108942,41.62,10,0,online,0,0,998,10.9,0
T103157,20.14,9,1,restaurant,0,0,1063,3.2,0
T103017,101.8,4,2,restaurant,0,1,223,55.7,0
T101787,21.24,15,0,Travel,1,0,890,1.3,0
T103444,80.34,11,1,online,0,0,2264,12.8,0
T103300,39.47,14,1,travel,0,0,1731,82.5,0
T104180,10.1,15,1,gas,0,0,1196,144.8,0
T104762,19.19,9,2,gas,1,1,967,119.7,0
T105015,15.42,10,2,travel,0,1,1296,81.7,0
T108239,106.34,20,2,grocery,0,1,661,57.2,0
T105719,53.78,17,0,online,0,1,299,9.7,0
T103166,93.81,14,0,grocery ,0,0,2149,10.1,0
T102396,29.93,16,0,restaurant,0,1,1925,25.0,0
T101865,30.36,9,1,Gas,0,0,2460,6.9,0
T103085,54.0,3,1,Electronics,0,1,1762,2.5,0
T105650,15.62,6,1,Grocery,0,1,714,6.2,0
T105806,35.95,16,1,gas,0,1,919,8.8,0
T103947,19.81,9,3,gas,0,0,2216,7.1,0
T104888,33.08,21,1,travel,0,1,1327,15.2,0
T100122,10.57,19,2,online,0,0,2127,53.4,0
T101082,74.09,9,1,restaurant,0,1,1574,11.6,0
T102787,51.1,9,1,grocery,0,1,2486,32.5,0
T107620,268.81,18,1,online,0,0,49,76.2,0
T105057,92.28,2,2,gas,0,0,200,20.2,0
T106626,73.27,7,0,travel,0,1,2293,3.8,0
T108398,27.7,9,2,grocery,0,1,495,15.4,0
T102708,47.89,21,3,restaurant,0,1,467,66.8,1
T101425,101.18,19,2,Gas,0,1,536,44.9,0
T100403,133.45,5,3,electronics,0,1,2187,4.9,0
T108807,35.6,11,4,restaurant,0,1,1560,2.1,0
T100643,173.66,17,3,online,0,1,2141,47.1,0
T105030,158.02,6,2,online,0,1,1620,9.4,0
T100104,105.52,10,1,grocery,0,1,391,31.9,0
T102019,6.93,9,1,electronics ,1,1,1270,9.7,0
T103318,41.65,18,2,grocery,0,1,906,11.5,0
T108983,109.81,20,0,electronics,0,0,1227,49.1,0
T104277,65.97,4,1,Grocery,0,1,1935,1.8,0
T108185,13.26,21,0,electronics,0,1,136,200.5,0
T105371,36.04,22,2,online,0,1,1729,1.6,0
T102800,19.01,19,3,online,0,0,660,1.7,1
T107912,134.91,8,0,gas,0,1,1439,27.6,0
T102608,96.0,1,2,gas,0,1,1130,21.3,0
T106874,42.39,21,1,grocery,0,1,749,33.8,0
T104258,74.19,18,1,restaurant,0,1,1439,89.7,0
T103150,158.26,5,0,Restaurant,0,1,1471,11.2,0
T104552,115.85,7,1,online,0,1,1422,51.9,0
T107710,136.69,14,1,grocery,1,1,1662,20.6,0
T100755,150.11,6,0,online,0,1,57,3.0,0
T105347,281.14,7,2,Gas,0,0,730,3.5,0
T108457,23.12,4,2,Grocery,0,1,2040,6.0,0
T102030,8.18,11,2,Gas,0,1,1663,11.3,0
T101543,31.47,7,1,grocery,0,1,393,17.2,0
T108052,89.6,16,0,grocery,0,1,497,11.7,0
T101678,146.33,15,1,Grocery,0,1,144,7.8,0
T104611,76.45,3,3,grocery,0,1,780,6.4,0
T108557,14.4,22,1,grocery,0,0,458,2.2,0
T100882,76.33,13,3,grocery,0,1,249,7.3,0
T107592,71.7,4,0,grocery,0,1,1737,7.8,0
T104921,29.41,7,1,travel,0,0,820,17.2,0
T101389,49.88,14,1,online ,0,0,2147,20.6,0
T102269,116.01,21,0,gas,0,1,592,21.0,0
T103773,75.54,20,1,travel,0,0,2396,4.9,0
T108075,39.11,7,0,online,1,1,2237,4.0,0
T100840,108.15,21,0,grocery ,0,0,523,3.9,0
T105755,63.07,4,2,gas,0,1,2046,6.1,0
T107881,102.42,10,0,Travel,0,0,1504,23.7,0
T101482,22.08,22,2,electronics,0,1,1062,2.3,0
T108441,80.61,2,1,online,0,1,2198,11.3,0
T104287,10.22,9,2,electronics ,0,1,2469,8.5,0
T108559,38.04,1,1,Gas,0,0,359,8.6,0
T105110,26.37,11,0,travel,0,1,2243,13.4,0
T101642,314.77,3,0,grocery,0,0,2432,9.2,0
T100409,160.67,9,1,ONLINE,0,1,1529,17.5,0
T106584,11.8,2,1,gas,0,0,1328,79.6,0
T106998,258.19,7,1,travel,0,0,533,6.2,0
T106280,172.46,17,2,online,0,1,421,12.8,0
T102334,29.47,22,0,grocery,0,0,2362,93.4,0
T100854,49.0,19,1,Travel,0,1,1371,17.6,0
T108959,28.3,0,1,gas,0,1,1550,15.0,0
T105677,39.89,4,1,gas,0,0,1497,0.8,0
T106238,32.54,21,0,restaurant,0,0,2130,1.1,0
T100272,25.26,5,1,Grocery,0,1,302,14.2,0
T103191,38.95,2,0,restaurant,0,0,1829,21.5,0
T102441,64.81,16,0,restaurant,0,0,1353,57.3,0
T106768,73.65,0,2,gas,0,1,1968,1.3,0
T101060,17.87,13,1,online,0,1,1085,312.4,0
T104196,49.54,21,1,Restaurant,0,0,54,56.9,0
T108808,42.86,18,0,travel,0,1,300,18.2,0
T101868,122.51,6,1,online,0,1,836,2.5,0
T100250,30.81,23,4,Electronics,0,0,216,92.5,1
T100714,13.09,22,0,restaurant,1,1,2156,193.4,0
T101741,21.99,8,1,online,0,1,1567,6.5,0
T102124,136.65,4,0,grocery,0,0,113,5.1,0
T107366,48.29,10,1,restaurant,0,1,2092,8.0,0
T100464,28.87,13,0,gas,0,1,466,0.3,0
T108179,222.86,3,1,online,1,1,195,1.5,1
T107767,34.34,19,0,online,0,1,849,16.3,0
T104029,17.41,8,0,online,0,1,2217,6.9,0
T105560,65.13,4,1,restaurant,0,0,2252,675.8,0
T104684,59.56,22,0,online,0,1,2059,2.7,0
T101356,402.5,3,1,online,0,1,1541,100.8,0
T106693,110.63,8,1,ONLINE,1,1,1071,17.6,0
T103488,116.37,16,2,Online,0,1,2464,1.1,0
T104389,3.3,2,0,online ,0,1,53,17.6,0
T105904,13.32,14,3,electronics,0,1,717,3.4,0
T104948,35.14,2,3,online,0,0,343,7.7,1
T102085,23.48,18,1,grocery,0,0,658,5.6,0
T102659,39.15,7,1,Travel,0,1,669,6.6,0
T104264,19.5,18,0,electronics,0,0,513,17.6,0
T104847,23.71,10,1,travel,0,1,2187,47.6,0
T100698,42.84,18,1,grocery,0,0,941,6.6,0
T104039,37.53,11,1,restaurant,0,0,2310,9.1,0
T106775,109.86,17,1,gas,0,0,73,174.6,0
T107854,103.54,20,1,online ,0,0,5,8.4,0
T101752,81.15,4,0,Electronics,0,0,635,15.8,0
T100086,36.28,16,0,electronics,0,0,59,2.8,0
T105315,58.36,13,0,electronics,0,0,1514,1.4,0
T107970,80.98,6,0,Restaurant,0,1,1211,55.1,0
T106256,20.59,21,1,electronics,0,0,1827,11.4,0
T103982,61.92,0,1,grocery,0,1,2397,31.1,0
T102425,56.88,12,1,restaurant,0,1,452,14.3,0
T104540,138.35,7,2,grocery,0,1,1319,13.7,0
T103399,24.86,11,0,grocery,0,0,925,5.9,0
T103670,10.39,19,3,electronics,0,0,2086,5.9,0
T106928,12.3,19,0,online,0,0,405,25.0,0
T108666,216.52,21,1,gas,0,1,1905,54.5,0
T101354,43.62,15,0,grocery,0,1,1270,32.9,0
T104890,21.7,17,1,Gas,0,1,1272,20.3,0
T100397,12.2,23,1,online,0,1,1988,35.2,0
T104876,262.94,5,2,travel,0,0,428,9.8,1
T106646,120.72,0,0,restaurant,0,0,1518,12.1,0
T105482,15.65,22,1,electronics,0,1,2219,11.6,0
T102819,94.33,15,1,grocery ,0,0,2438,7.9,0
T107688,57.9,12,3,online,0,1,1437,28.5,0
T106496,30.33,8,1,Grocery,0,0,561,15.5,0
T103125,32.1,15,3,online,0,0,1477,6.3,0
T108510,74.58,9,1,online,0,1,141,4.4,0
T104396,29.59,14,1,restaurant,0,0,1164,6.0,0
T108109,28.37,7,0,Gas,0,1,2394,3.2,0
T105105,45.2,5,1,travel,0,0,1884,27.8,0
T107182,84.96,3,1,Grocery,0,1,715,65.7,0
T106203,20.85,13,1,electronics,0,1,2117,2.0,0
T107209,9.11,21,2,online,0,1,1820,29.5,0
T105819,26.24,5,1,electronics,0,1,2339,28.7,0
T108313,31.77,12,1,online ,0,0,712,0.9,0
T108383,32.06,21,1,online,0,0,2210,1.5,0
T104371,171.58,16,3,electronics,0,0,1530,2.2,0
T103626,56.85,13,2,online ,0,0,2134,9.2,0
T103848,219.81,21,1,grocery,1,1,2118,3.3,0
T103849,55.96,6,3,online,0,1,1949,42.5,0
T106051,68.88,0,1,grocery,0,0,2380,11.9,0
T101230,97.4,13,0,grocery,0,1,490,22.2,0
T106299,78.96,2,4,electronics,0,0,932,4.4,0
T106551,82.43,18,0,grocery,0,1,738,9.4,0
T105230,134.95,14,3,online,0,0,1183,4.4,0
T105162,45.86,8,1,electronics,0,1,630,85.2,0
T107611,9.0,23,1,restaurant,0,1,632,13.7,0
T105183,284.43,3,2,Gas,0,1,451,13.8,0
T101153,41.21,19,4,grocery,0,1,2124,9.9,0
T106890,213.02,14,1,online,0,0,886,5.3,0
T104431,260.58,21,1,electronics,0,0,747,0.8,0
T107867,38.62,7,1,online,0,1,1682,26.3,0
T103245,193.47,10,2,restaurant,0,1,240,2.9,0
T103293,105.81,4,2,travel,0,1,149,5.1,1
T108099,26.92,7,2,restaurant,0,1,2437,,0
T105275,37.92,5,0,online,0,1,1178,18.5,0
T108413,73.4,9,0,travel,0,1,1356,5.0,0
T100683,19.5,17,1,grocery,0,1,1553,2.2,0
T107813,12.51,8,1,gas,0,1,1997,69.2,0
T106695,44.63,16,1,travel,0,1,34,27.6,0
T105461,36.17,4,0,online,0,1,2176,4.3,1
T103304,40.62,19,0,electronics ,0,1,1720,8.2,0
T103588,101.97,22,0,electronics,0,0,2279,7.8,0
T103180,18.42,8,0,electronics,0,0,705,26.2,0
T105085,15.05,17,1,gas,0,1,784,11.2,0
T106072,28.9,17,0,restaurant,0,0,1177,13.5,0
T107745,59.36,0,0,gas,0,1,1805,13.9,0
T103375,104.65,17,0,grocery,0,1,1476,5.9,0
T101732,85.44,2,0,Online,0,1,1875,4.5,0
T107838,99.17,5,3,gas,0,1,136,4.2,1
T100288,56.87,9,1,online,0,1,686,41.3,0
T102376,163.26,16,3,electronics,0,0,2180,49.5,0
T105457,22.4,23,3,online,0,1,1156,8.1,0
T108630,30.41,5,1,travel,0,1,1785,28.8,0
T106156,95.36,13,2,gas,0,0,1893,3.0,0
T106766,15.09,7,1,gas,0,1,1619,3.1,0
T108602,16.15,8,0,gas,0,1,1131,35.9,0
T106600,12.59,19,1,restaurant,0,0,356,7.8,0
T105847,112.2,16,1,grocery,0,0,1836,36.6,0
T106493,46.64,21,1,ONLINE,0,1,1778,59.3,0
T106607,41.87,14,1,online,0,0,331,61.6,0
T102538,42.56,21,1,Gas,0,1,1072,16.1,0
T107321,938.84,3,3,grocery,0,0,457,5.9,1
T105284,56.97,4,2,grocery,0,0,631,63.1,0
T107539,15.33,13,1,online,0,1,1377,0.9,0
T101110,98.28,9,2,grocery,0,0,1505,5.9,0
T102355,45.79,12,2,grocery,0,1,1644,8.6,0
T107358,95.88,6,1,online,1,0,1926,7.5,0
T106311,32.19,4,1,Grocery,0,0,733,74.4,0
T105556,163.01,3,1,Gas,0,0,371,6.2,0
T103793,46.26,16,2,grocery,0,1,563,3.6,0
T100037,30.63,17,0,Travel,0,1,1711,17.7,0
T100750,72.72,22,0,online,0,0,1599,16.5,0
T102501,213.26,17,1,Restaurant,0,1,152,29.1,0
T105202,24.38,8,1,electronics,0,0,361,16.4,0
T108165,159.65,22,1,online,0,0,292,12.1,0
T104250,41.94,6,0,restaurant,1,1,2467,7.3,0
T108687,79.55,21,1,electronics,0,1,333,,0
T100256,32.04,2,0,gas,0,1,1245,17.8,0
T102449,65.27,9,0,online,0,1,315,15.9,1
T101659,109.66,0,0,travel,1,1,421,16.9,0
T100706,27.88,14,2,travel,0,1,311,5.0,0
T104453,47.18,2,1,online,1,0,2206,21.0,0
T107528,53.56,13,0,gas,0,1,1002,2.8,0
T107823,24.7,1,0,Online,0,1,627,7.8,0
T104784,8.57,10,1,restaurant,0,0,867,5.4,0
T105440,20.47,22,0,gas,1,1,1138,1.0,0
T106417,50.39,0,2,gas,0,1,44,10.1,0
T106666,9.6,6,4,travel,0,1,1128,5.8,0
T100725,50.44,4,0,gas,0,1,2064,150.1,0
T102454,122.3,16,3,restaurant,0,1,2158,10.6,0
T101151,138.16,23,1,travel,0,0,733,24.0,0
T106986,30.88,23,0,Electronics,0,0,2337,6.6,0
T103423,2.99,16,1,grocery,1,0,2100,23.1,0
T101645,39.57,12,1,restaurant,0,0,1100,5.0,0
T100562,47.33,13,3,gas,0,0,2193,2.5,0
T100805,37.3,0,1,Grocery,0,1,995,60.6,0
T108548,190.01,9,1,grocery ,0,0,1639,28.0,0
T102274,103.61,0,2,Travel,0,0,1584,5.7,0
T100799,44.72,14,1,Grocery,0,1,1477,25.1,0
T104917,183.8,9,1,Electronics,0,0,772,10.3,0
T108830,43.15,15,0,grocery,0,1,1068,3.7,0
T106863,31.75,9,1,online,0,0,633,12.8,0
T100382,16.93,14,1,grocery,0,1,849,11.8,0
T100628,284.99,0,0,ONLINE,0,1,765,4.5,0
T103973,95.93,2,0,electronics,0,1,801,25.6,0
T105388,17.4,23,3,grocery,0,1,2264,273.6,0
T108554,186.15,20,0,Gas,0,0,1576,6.2,0
T105131,43.35,2,2,online,0,0,1013,10.8,0
T100302,43.72,19,0,online,0,1,1242,10.8,0
T106554,19.05,11,3,restaurant,0,1,574,14.9,1
T101790,18.35,20,1,electronics,0,1,1761,9.3,0
T104421,34.76,21,0,travel,0,1,1947,2.6,0
T103950,43.41,17,1,travel,0,1,1232,5.0,0
T102788,59.56,0,2,travel,0,1,1772,22.8,0
T103268,17.22,5,0,grocery ,0,0,1628,14.6,0
T106289,31.89,5,1,gas,0,1,2234,3.2,0
T100376,19.73,0,1,grocery,0,0,2269,43.6,0
T101731,20.46,0,2,Electronics,0,1,881,47.1,0
T108541,9.53,11,5,online,0,0,2443,9.0,0
T107744,156.69,4,1,travel,0,1,1599,29.7,0
T100636,156.23,16,4,restaurant,0,1,5,16.7,1
T105250,11.75,16,1,restaurant,0,1,806,55.1,0
T108980,138.14,9,2,restaurant,0,0,579,14.5,0
T100637,109.36,0,2,online,0,1,1962,20.7,0
T105340,143.8,1,0,online,0,1,218,2.7,0
T105300,43.71,10,1,grocery,0,0,2493,44.3,0
T108081,29.56,7,0,Restaurant,0,1,373,108.2,0
T104000,22.56,4,3,gas,0,0,136,7.9,0
T107900,74.42,17,0,online,0,0,1263,264.1,0
T101121,132.53,11,3,online ,0,1,1172,2.2,0
T100841,110.17,19,1,grocery,0,1,888,1.7,0
T102496,57.31,5,3,grocery,0,1,2325,1.5,0
T100928,57.61,6,2,grocery,0,0,1789,3.7,0
T103172,226.32,16,1,Gas,0,1,1429,29.4,0
T107417,84.72,0,0,Online,0,0,680,1.7,0
T107702,59.14,16,5,gas,0,0,185,7.1,0
T105169,17.54,17,1,grocery,0,1,434,10.5,0
T101989,36.76,19,1,Gas,0,0,1209,0.5,0
T105782,10.84,10,1,Gas,0,0,388,21.5,0
T108400,34.25,21,1,Gas,1,1,1719,57.4,0
T107711,40.87,17,0,online,0,1,430,4.6,0
T102381,16.92,11,5,grocery ,0,0,1132,15.9,1
T100581,174.08,3,0,travel,0,0,1781,105.5,0
T106473,1417.13,18,1,online,0,1,241,260.1,1
T100776,46.32,20,2,restaurant,0,0,2419,78.3,0
T102745,56.21,16,0,online,0,1,1878,4.9,0
T107041,28.77,21,0,electronics,0,1,1845,85.5,0
T104276,165.36,20,1,travel,0,1,1504,25.0,0
T101281,94.44,2,1,Grocery,0,0,1260,7.9,0
T108771,174.86,18,2,grocery,0,0,1593,143.9,0
T106492,8.69,21,3,electronics ,0,0,1091,55.1,0
T101314,86.88,1,2,grocery,0,1,1241,93.9,0
T106996,38.17,2,2,grocery,0,0,111,71.2,0
T107717,246.46,2,0,gas,0,1,976,7.5,0
T105140,156.21,15,1,gas,0,0,1736,29.5,0
T103176,63.1,3,2,grocery,0,0,2140,9.9,0
T104075,8.42,12,1,electronics,1,0,678,17.0,0
T106856,138.13,8,0,gas,0,1,2030,6.4,0
T105469,81.76,8,1,grocery,0,1,1199,6.9,0
T100469,44.8,20,1,online,0,0,342,3.6,1
T103822,40.88,20,0,online,0,0,1122,18.5,0
T108023,65.58,1,1,Gas,1,1,1614,2.9,0
T108248,109.5,9,0,grocery,0,1,1589,1.5,0
T106900,94.37,16,1,grocery ,0,1,564,18.0,0
T108306,108.4,3,1,Travel,0,0,1410,4.3,0
T108192,52.66,16,1,ONLINE,1,1,932,3.8,0
T103407,50.81,10,2,restaurant,0,1,756,1.6,0
T100770,39.83,4,0,grocery,1,1,2492,24.5,0
T102082,656.89,5,0,travel,0,1,92,193.4,0
T101969,142.34,20,2,grocery,0,0,2272,15.5,0
T102228,31.91,9,0,gas,0,1,253,21.7,0
T107441,46.37,14,1,travel,0,1,532,99.8,0
T105103,44.55,9,3,travel,0,1,406,1.3,0
T100334,14.92,19,1,grocery,0,1,367,85.8,0
T105822,14.94,10,0,Restaurant,0,0,1514,18.2,0
T103647,37.29,17,5,online,0,0,1843,6.5,0
T105263,29.32,4,1,electronics ,0,1,1261,4.7,0
T105513,58.98,0,0,grocery,0,1,251,10.9,0
T107917,145.43,14,2,gas,0,0,958,15.0,0
T101326,21.72,9,2,electronics,0,0,1738,23.9,0
T100344,80.63,12,2,restaurant,0,1,1658,6.7,0
T102310,45.09,14,2,online,0,1,1229,4.0,0
T101242,46.81,23,1,travel,0,0,1654,20.6,0
T103356,62.86,15,1,restaurant,0,0,1708,0.3,0
T105265,154.01,9,2,Grocery,0,1,35,15.4,0
T105451,119.72,10,0,travel,0,1,181,9.3,0
T101208,161.1,16,0,grocery,0,0,332,381.6,0
T101098,21.78,6,1,grocery,0,0,1613,7.0,0
T105141,60.55,17,1,gas,0,0,361,9.2,0
T102609,349.66,5,0,online,1,1,1525,5.2,0
T106066,53.96,18,0,restaurant,0,1,1483,8.0,0
T103119,320.66,19,3,grocery,0,0,506,20.6,1
T103302,51.41,15,2,gas,1,1,726,5.6,0
T100173,139.18,8,1,online,0,1,897,2.4,0
T107291,45.17,8,0,online,1,1,1870,27.2,0
T100184,35.27,18,1,gas,0,1,550,151.8,1
T103943,44.41,0,1,electronics,0,0,213,8.4,0
T101821,13.56,0,0,ONLINE,1,0,1768,10.6,0
T101499,88.51,20,0,ONLINE,0,1,1938,1.2,0
T100235,45.19,12,0,online,0,0,1953,46.2,0
T104531,27.09,18,1,online,0,1,95,11.3,0
