customer_id,recency_days,frequency,monetary,tenure_months,email_opens_90d,prior_responses,age,responded
C44141,35,5,301.0,21,14,2,51.0,0
C43512,48,10,282.0,5,10,0,33.0,0
C41887,69,13,1221.0,56,13,0,39.0,0
C41362,75,10,639.0,60,14,1,57.0,0
C40853,18,19,2491.0,69,30,1,51.0,0
C40972,17,19,1142.0,48,9,3,49.0,0
C41171,80,12,1227.0,54,12,4,32.0,0
C43240,32,4,92.0,7,7,0,31.0,0
C41264,103,12,771.0,42,15,0,35.0,0
C40079,14,18,2250.0,65,21,4,45.0,1
C41286,79,14,1146.0,36,16,0,51.0,0
C41291,82,18,1405.0,61,17,1,37.0,0
C43702,38,5,182.0,17,4,2,33.0,0
C43365,51,6,335.0,3,6,2,27.0,0
C42546,331,2,500.0,57,3,0,49.0,0
C40882,22,9,1968.0,62,36,3,40.0,0
C42735,329,2,464.0,51,1,0,53.0,0
C43145,272,3,408.0,53,1,0,55.0,0
C44062,30,10,427.0,3,13,3,42.0,0
C43392,28,4,247.0,15,11,1,18.0,0
C42090,60,15,1013.0,35,23,1,56.0,0
C42253,373,2,594.0,53,2,0,62.0,0
C43725,31,3,315.0,15,8,2,29.0,0
C44079,44,6,251.0,1,12,1,18.0,0
C40516,24,25,2409.0,64,19,3,55.0,0
C43487,28,5,328.0,10,8,1,38.0,0
C41776,57,9,1023.0,41,10,0,40.0,0
C42554,342,0,481.0,50,4,0,39.0,0
C40786,18,29,1018.0,65,23,3,56.0,1
C41239,78,13,1125.0,45,14,2,53.0,0
C41664,79,11,1506.0,55,11,0,46.0,0
C40054,16,23,2934.0,54,15,2,45.0,0
C42504,421,2,468.0,69,4,0,39.0,0
C43480,31,6,281.0,1,16,1,33.0,0
C42326,274,2,455.0,59,2,1,72.0,0
C44064,28,9,282.0,7,19,2,38.0,1
C42819,263,2,431.0,45,3,0,51.0,0
C43506,50,5,533.0,10,13,1,32.0,0
C43976,29,4,319.0,1,13,0,37.0,0
C40733,25,21,3144.0,54,39,3,32.0,1
C41512,69,9,865.0,33,14,0,30.0,0
C40364,27,27,2481.0,69,39,1,48.0,1
C44193,21,3,198.0,1,8,0,26.0,1
C43151,50,10,230.0,17,19,1,37.0,0
C42599,256,3,259.0,48,2,0,59.0,0
C41235,80,11,795.0,48,11,1,47.0,1
C40532,19,30,1528.0,68,27,5,56.0,0
C40063,16,30,1521.0,57,34,5,31.0,0
C43916,31,0,271.0,10,7,1,35.0,0
C43067,255,2,498.0,55,2,0,57.0,0
C40043,17,25,3797.0,62,19,4,43.0,1
C42806,369,2,449.0,57,2,0,67.0,0
C42559,273,2,533.0,59,2,0,31.0,0
C40504,26,21,2140.0,66,33,6,38.0,1
C42632,352,3,438.0,49,1,0,50.0,0
C42251,340,3,338.0,57,3,1,72.0,0
C40332,16,17,2766.0,60,22,3,41.0,0
C41915,67,14,828.0,47,12,4,37.0,0
C44145,40,9,347.0,5,8,1,40.0,0
C43688,44,0,311.0,11,8,0,28.0,0
C43852,36,1,223.0,12,13,0,28.0,0
C42705,360,6,,58,2,1,,0
C40631,26,31,2934.0,72,22,3,20.0,1
C41420,65,13,1042.0,39,12,0,54.0,0
C42268,175,2,328.0,65,2,0,55.0,0
C41691,87,6,1327.0,51,11,0,44.0,1
C42076,64,11,964.0,50,7,2,,0
C44170,38,7,468.0,1,11,2,18.0,0
C42474,289,3,510.0,51,2,0,62.0,0
C42647,299,4,433.0,65,2,1,72.0,0
C42578,353,1,572.0,73,1,0,41.0,0
C41641,73,9,1212.0,54,13,1,53.0,0
C42150,303,2,327.0,61,1,0,60.0,0
C43179,28,11,295.0,1,9,0,27.0,0
C42168,348,3,399.0,52,1,1,53.0,0
C41733,78,10,780.0,46,13,2,34.0,0
C42263,206,3,355.0,65,2,0,49.0,0
C40405,19,17,2008.0,60,28,5,29.0,1
C44003,34,4,364.0,1,10,0,18.0,0
C43579,45,6,231.0,3,11,0,30.0,0
C43944,30,6,142.0,9,9,0,24.0,0
C42297,312,5,374.0,67,2,0,50.0,0
C41716,101,13,1482.0,38,13,1,36.0,0
C42713,297,2,356.0,59,1,1,41.0,0
C43039,372,4,305.0,56,2,0,63.0,0
C43417,35,8,381.0,14,2,0,36.0,0
C40526,15,9,1926.0,62,26,3,46.0,1
C40468,21,21,2062.0,68,38,6,45.0,1
C41788,81,7,989.0,47,15,1,41.0,0
C41619,63,7,1008.0,38,15,0,52.0,0
C43755,41,7,183.0,1,7,2,33.0,1
C42711,269,2,342.0,58,3,2,46.0,0
C41820,85,12,1067.0,47,15,1,48.0,0
C40856,14,11,3755.0,57,21,2,26.0,1
C40557,16,5,1445.0,64,27,2,45.0,0
C42563,264,3,379.0,55,3,0,49.0,0
C42402,197,2,353.0,53,1,0,50.0,0
C42403,254,2,480.0,54,4,0,47.0,0
C43244,18,9,377.0,11,3,1,36.0,1
C42464,242,1,452.0,61,2,0,56.0,0
C43088,370,5,318.0,57,3,1,53.0,0
C42771,211,4,462.0,65,2,0,49.0,0
C44157,27,6,218.0,1,13,0,40.0,0
C40803,25,26,2391.0,66,49,0,39.0,1
C42183,248,2,247.0,53,4,1,44.0,0
C41206,92,9,722.0,45,9,1,55.0,0
C41148,76,17,1365.0,47,13,1,59.0,0
C41833,50,10,504.0,50,12,2,57.0,0
C41379,85,13,877.0,45,17,1,39.0,0
C43273,45,9,278.0,12,13,0,35.0,1
C42543,396,4,427.0,71,2,0,40.0,0
C41382,106,15,1146.0,49,13,0,50.0,0
C43142,328,2,528.0,50,1,0,52.0,0
C40606,19,21,3198.0,65,33,2,48.0,1
C43820,34,5,362.0,3,7,0,31.0,0
C42015,87,12,1052.0,53,8,3,36.0,0
C42557,426,4,668.0,52,3,0,61.0,0
C41181,116,14,293.0,44,16,1,47.0,1
C41081,49,10,1140.0,43,15,2,42.0,0
C40161,17,13,2001.0,58,21,3,58.0,1
C41439,77,9,809.0,50,16,1,56.0,0
C40510,17,33,2092.0,64,35,1,58.0,0
C43447,43,6,287.0,2,8,2,40.0,0
C43697,27,1,365.0,17,9,0,28.0,0
C43861,72,4,312.0,12,8,1,46.0,0
C41669,90,8,1301.0,52,14,0,32.0,0
C40456,23,25,1945.0,54,26,2,33.0,1
C41595,102,13,539.0,40,10,1,50.0,0
C41305,107,12,692.0,44,16,2,52.0,0
C41902,91,11,976.0,40,15,0,42.0,0
C43502,27,9,332.0,5,10,0,35.0,0
C41065,85,8,800.0,33,23,1,44.0,0
C41265,92,15,627.0,48,11,0,30.0,0
C40691,19,23,3933.0,59,29,5,48.0,1
C42692,295,1,311.0,62,1,0,60.0,0
C42662,271,2,391.0,65,2,0,62.0,0
C43156,36,8,332.0,1,4,0,38.0,0
C41775,75,18,1279.0,54,9,3,51.0,0
C43211,44,7,304.0,5,9,0,33.0,0
C41581,114,8,573.0,47,10,0,53.0,0
C42696,342,2,403.0,66,4,0,46.0,0
C41038,69,14,937.0,42,11,2,63.0,0
C41021,61,9,886.0,35,18,0,47.0,0
C42476,193,2,,58,2,0,51.0,0
C43393,44,4,304.0,10,6,2,40.0,0
C40604,18,18,2767.0,62,36,3,52.0,0
C43497,42,8,252.0,1,14,1,26.0,0
C41694,91,9,931.0,49,11,0,60.0,0
C42658,370,3,384.0,57,1,0,60.0,0
C41561,67,8,1007.0,47,12,0,49.0,0
C40335,16,15,1985.0,63,30,5,30.0,1
C42608,307,2,433.0,63,2,0,65.0,0
C40736,25,19,1545.0,69,38,2,36.0,0
C42171,194,4,420.0,62,1,0,65.0,0
C43868,30,4,215.0,8,11,0,34.0,0
C44198,31,6,383.0,11,9,2,29.0,0
C42516,244,1,292.0,50,3,0,45.0,0
C42458,96,2,338.0,53,3,0,53.0,0
C42957,296,4,528.0,42,3,1,72.0,0
C40716,11,13,2344.0,69,26,2,45.0,0
C43956,45,5,302.0,2,13,2,50.0,1
C40903,30,28,1763.0,64,32,4,53.0,1
C43285,47,4,346.0,5,13,0,39.0,0
C43096,274,3,276.0,63,1,1,73.0,0
C41864,79,17,835.0,52,14,0,23.0,0
C40643,11,16,1777.0,75,30,4,20.0,1
C41102,79,9,936.0,46,10,3,71.0,0
C42998,390,5,536.0,77,3,1,51.0,0
C41069,74,10,786.0,41,12,1,43.0,0
C42479,360,4,462.0,55,3,0,55.0,0
C41296,75,7,831.0,36,13,0,58.0,0
C42038,64,17,1201.0,44,13,1,48.0,0
C42108,181,4,302.0,60,1,0,52.0,0
C42430,247,3,251.0,56,2,0,53.0,0
C40611,15,27,2244.0,53,22,6,62.0,1
C41106,83,11,962.0,51,15,0,36.0,0
C41752,98,13,369.0,41,13,2,49.0,0
C40494,18,23,2315.0,65,37,4,45.0,1
C43603,36,3,207.0,4,12,0,55.0,0
C41826,75,17,1018.0,49,13,5,59.0,0
C43251,20,9,322.0,14,11,0,45.0,0
C40944,15,23,2270.0,66,49,2,51.0,1
C42500,227,4,449.0,55,3,1,57.0,0
C43948,40,7,485.0,4,11,1,33.0,0
C43551,35,4,253.0,1,7,0,48.0,0
C40649,14,13,2118.0,62,22,3,42.0,1
C43662,49,4,409.0,13,10,1,24.0,0
C43670,42,10,436.0,18,10,1,41.0,0
C43377,33,4,183.0,12,10,0,27.0,0
C43045,134,4,438.0,56,3,0,44.0,0
C41780,67,12,1135.0,41,12,1,36.0,0
C42969,244,4,517.0,60,2,1,41.0,0
C43097,283,2,594.0,45,3,0,62.0,0
C41219,72,2,1040.0,44,13,3,55.0,0
C43696,46,5,398.0,9,12,1,37.0,0
C43371,39,9,384.0,19,14,1,43.0,0
C43564,31,9,156.0,21,4,0,42.0,0
C42141,164,5,515.0,53,2,0,60.0,0
C44001,30,12,293.0,1,14,0,24.0,0
C43946,16,6,396.0,1,11,0,18.0,0
C42529,285,3,358.0,52,2,0,62.0,0
C40584,24,8,2661.0,76,30,4,52.0,1
C40227,12,22,1754.0,60,26,2,30.0,0
C41670,69,14,769.0,51,15,1,50.0,0
C42503,240,4,396.0,55,4,0,52.0,0
C43196,39,5,185.0,1,13,0,18.0,0
C43490,51,3,314.0,5,11,0,22.0,0
C41599,144,12,1232.0,45,13,0,36.0,1
C41677,37,21,1025.0,37,16,0,67.0,0
C43963,43,4,285.0,12,7,0,18.0,0
C43376,32,3,394.0,4,11,0,42.0,0
C42920,211,1,386.0,55,3,1,53.0,0
C41208,44,8,1022.0,46,13,1,32.0,0
C43822,41,8,297.0,1,18,1,49.0,0
C43138,157,1,522.0,66,3,0,47.0,0
C44002,47,1,240.0,5,12,0,35.0,0
C44035,33,8,283.0,15,14,3,25.0,1
C42817,362,5,366.0,57,1,0,49.0,0
C42072,69,15,805.0,38,14,2,45.0,0
C42594,236,5,559.0,52,2,0,60.0,0
C43228,31,4,257.0,7,12,1,27.0,0
C42600,209,1,346.0,64,0,0,54.0,0
C43402,48,6,483.0,11,8,0,22.0,0
C41764,155,13,1187.0,37,16,1,50.0,0
C42611,429,3,433.0,61,1,0,49.0,0
C40578,20,17,2020.0,56,30,2,53.0,0
C42184,265,1,511.0,45,2,0,64.0,0
C41668,119,8,755.0,40,14,1,31.0,0
C41083,89,11,746.0,35,18,0,58.0,0
C42042,86,10,817.0,43,11,2,46.0,0
C40060,15,22,2161.0,71,39,2,45.0,1
C42586,150,4,467.0,58,4,1,62.0,0
C43260,41,7,311.0,1,9,2,31.0,0
C43628,39,5,236.0,8,9,1,26.0,0
C43289,28,8,360.0,1,7,0,23.0,0
C40069,16,28,1250.0,59,31,0,55.0,1
C43679,29,6,406.0,4,19,2,,0
C40511,6,24,2791.0,68,26,4,21.0,1
C40923,17,25,1640.0,62,33,5,46.0,0
C41859,65,17,1084.0,38,14,0,46.0,1
C40017,15,17,2619.0,53,34,2,46.0,0
C41951,73,7,991.0,46,13,1,53.0,0
C43186,38,6,374.0,10,8,1,42.0,1
C43388,23,7,251.0,4,14,1,39.0,0
C41205,60,11,784.0,38,11,1,46.0,1
C42710,310,4,320.0,60,0,0,56.0,0
C40219,9,10,1315.0,62,28,2,37.0,0
C42619,202,3,605.0,54,3,0,44.0,0
C40156,18,19,3834.0,59,21,1,66.0,1
C40457,18,26,1439.0,53,25,2,44.0,0
C43515,21,7,248.0,1,10,0,24.0,0
C43562,39,4,270.0,4,9,1,32.0,0
C40374,9,24,2243.0,68,17,2,45.0,0
C40253,22,23,1778.0,63,40,2,45.0,1
C41381,92,6,1105.0,45,13,1,41.0,0
C43673,21,5,331.0,20,13,2,32.0,0
C44175,23,10,115.0,1,14,1,40.0,0
C44080,20,9,383.0,1,10,1,44.0,0
C40406,24,16,2299.0,56,32,4,48.0,1
C42049,61,9,938.0,46,17,0,49.0,0
C41987,115,10,1292.0,50,11,1,59.0,1
C40707,18,19,2195.0,64,40,4,32.0,1
C41879,57,19,1170.0,44,13,1,53.0,0
C43938,41,6,318.0,8,11,2,25.0,0
C41604,74,9,1464.0,49,13,1,48.0,0
C41217,84,14,1034.0,50,12,1,64.0,0
C43961,13,5,346.0,17,12,0,24.0,0
C42027,84,12,321.0,44,13,1,35.0,0
C40904,26,21,3111.0,69,37,2,41.0,1
C40629,21,25,2720.0,63,24,6,52.0,1
C42138,157,3,485.0,56,3,1,56.0,0
C40327,19,28,1559.0,58,30,2,50.0,1
C42175,467,3,548.0,61,1,0,62.0,0
C40109,27,27,1203.0,59,16,5,34.0,0
C40184,9,24,2700.0,64,26,1,49.0,0
C42934,242,4,634.0,54,2,2,65.0,0
C41796,96,9,908.0,42,18,2,42.0,1
C41256,132,11,740.0,47,11,0,36.0,0
C40868,13,30,3125.0,69,38,3,27.0,1
C41745,47,7,890.0,46,11,1,42.0,0
C43513,37,7,262.0,11,11,0,26.0,0
C40768,22,29,2058.0,72,27,2,38.0,1
C43523,27,4,258.0,15,13,1,35.0,0
C40269,16,25,2142.0,66,36,3,40.0,1
C40829,20,23,2886.0,56,23,6,23.0,1
C43920,22,7,417.0,1,7,1,20.0,0
C43210,43,6,299.0,13,5,1,30.0,0
C43267,45,6,350.0,9,10,2,37.0,0
C42589,324,4,331.0,62,2,0,41.0,0
C41114,108,6,1014.0,52,12,0,38.0,0
C44034,34,8,194.0,1,6,0,26.0,0
C40891,22,25,1664.0,59,26,6,32.0,1
C40361,18,28,2590.0,60,47,4,26.0,1
C42452,263,1,413.0,58,0,0,64.0,0
C43319,45,8,449.0,19,12,1,33.0,0
C43025,355,2,450.0,69,2,0,47.0,0
C40688,18,23,2627.0,59,30,3,43.0,0
C41158,58,8,809.0,41,12,0,59.0,0
C41427,99,14,1129.0,37,18,1,49.0,0
C41590,45,10,953.0,48,16,0,51.0,0
C43101,290,5,464.0,50,3,0,32.0,0
C40339,9,12,2861.0,70,36,1,50.0,1
C43646,31,5,340.0,13,9,1,44.0,0
C42904,154,2,435.0,66,2,0,70.0,0
C40961,22,21,2756.0,67,27,4,36.0,1
C43040,362,3,592.0,51,1,1,52.0,0
C41160,73,6,358.0,39,17,0,36.0,0
C40114,15,21,2017.0,71,38,3,38.0,1
C43831,36,8,296.0,5,10,0,19.0,0
C43677,39,6,315.0,11,3,0,23.0,0
C43796,27,4,329.0,8,12,0,18.0,0
C42877,304,3,,56,1,1,59.0,0
C44196,30,8,320.0,10,13,0,32.0,0
C41719,59,11,1081.0,39,16,2,42.0,0
C42321,290,2,474.0,59,2,0,51.0,0
C40886,16,26,2357.0,57,30,1,45.0,0
C42752,280,4,416.0,68,0,0,61.0,0
C40781,20,25,1273.0,64,41,1,37.0,1
C42277,331,3,473.0,52,0,0,68.0,0
C43252,42,5,305.0,6,11,0,22.0,0
C41992,123,3,1178.0,39,11,1,37.0,0
C40278,18,33,1860.0,65,32,4,35.0,1
C42822,276,3,313.0,51,3,1,60.0,0
C42493,200,4,383.0,59,3,0,59.0,0
C40467,23,14,1769.0,62,34,2,46.0,0
C43472,35,7,257.0,8,9,0,29.0,0
C40401,14,18,1706.0,62,23,5,38.0,0
C42673,110,5,393.0,58,2,0,52.0,0
C42177,295,0,490.0,53,1,0,49.0,0
C41287,76,10,998.0,53,17,0,57.0,0
C43850,21,8,310.0,5,6,1,25.0,0
C41164,83,10,1070.0,40,13,0,65.0,0
C41808,54,15,851.0,40,15,0,41.0,0
C41333,52,0,890.0,43,11,1,60.0,0
C40911,20,8,1933.0,60,29,5,34.0,0
C42228,94,3,484.0,65,3,1,56.0,0
C43195,36,6,479.0,2,11,1,18.0,0
C40273,18,19,2680.0,70,36,5,46.0,1
C41976,106,15,1239.0,50,10,3,47.0,0
C42280,410,3,391.0,63,1,0,53.0,0
C41466,54,12,844.0,48,10,1,40.0,0
C43509,41,8,286.0,5,10,1,22.0,0
C42826,247,4,295.0,62,4,0,46.0,0
C42675,380,3,434.0,52,3,0,63.0,0
C42896,268,3,254.0,59,0,0,65.0,0
C43259,25,3,359.0,1,9,0,49.0,0
C43250,38,8,389.0,9,8,0,29.0,0
C41174,102,12,650.0,43,19,0,50.0,0
C41863,110,14,517.0,46,13,2,52.0,0
C41435,82,6,701.0,39,14,0,43.0,0
C44065,31,6,229.0,1,11,0,37.0,1
C41455,62,8,664.0,48,17,2,27.0,0
C43165,45,7,324.0,3,11,1,33.0,0
C43962,38,4,286.0,1,14,1,46.0,0
C40354,20,30,1825.0,66,22,1,56.0,1
C43516,31,4,238.0,9,13,2,23.0,1
C42348,423,4,410.0,62,2,1,47.0,0
C42857,375,5,377.0,57,1,0,64.0,0
C42299,168,4,428.0,62,3,0,57.0,0
C42451,403,4,468.0,56,1,1,63.0,0
C40515,20,24,2774.0,74,36,2,39.0,1
C43770,67,10,378.0,12,11,0,49.0,0
C41851,60,16,1243.0,44,17,2,38.0,0
C43760,26,6,139.0,24,14,2,18.0,0
C43883,48,8,466.0,9,9,2,42.0,0
C43547,32,6,209.0,6,10,0,35.0,0
C40699,15,22,2415.0,67,22,4,45.0,1
C42433,85,2,242.0,68,2,0,61.0,0
C43361,47,3,131.0,8,10,0,41.0,0
C42726,250,1,401.0,51,1,0,51.0,0
C43651,42,7,416.0,7,9,0,18.0,0
C44119,44,6,445.0,14,16,1,33.0,1
C43266,46,7,275.0,1,12,1,35.0,0
C41606,88,9,833.0,41,18,1,33.0,1
C42572,277,4,283.0,56,2,0,38.0,0
C41809,78,8,521.0,48,10,1,55.0,0
C41918,103,20,819.0,43,10,2,42.0,1
C41300,53,12,946.0,35,10,1,67.0,1
C43617,32,10,309.0,8,4,1,34.0,0
C41857,69,8,1115.0,55,12,0,44.0,1
C41708,38,12,965.0,46,14,2,33.0,0
C42793,248,4,481.0,52,2,1,54.0,0
C42167,254,3,294.0,63,2,0,58.0,0
C40417,23,18,3269.0,50,13,1,49.0,0
C41901,57,14,741.0,42,19,1,30.0,0
C40328,20,21,2222.0,59,33,2,42.0,0
C42289,345,4,568.0,49,2,0,55.0,0
C40111,10,19,2356.0,64,32,3,55.0,1
C42039,74,12,480.0,38,16,1,36.0,0
C42808,246,3,268.0,58,2,0,38.0,0
C43966,44,9,342.0,10,15,1,39.0,0
C40148,20,21,2740.0,68,38,5,46.0,0
C43339,16,9,218.0,5,5,2,52.0,0
C40772,20,25,2189.0,58,16,3,44.0,1
C40375,18,15,2207.0,69,22,4,59.0,0
C40530,11,22,3229.0,53,28,2,31.0,1
C40986,17,26,2164.0,62,30,5,26.0,1
C43072,261,2,,48,2,0,,0
C43387,65,7,374.0,1,6,0,45.0,0
C43166,26,6,320.0,1,15,0,41.0,1
C44034,34,8,194.0,1,6,0,26.0,0
C41991,81,14,739.0,44,13,0,39.0,0
C43457,27,4,245.0,7,14,0,32.0,0
C43492,51,5,299.0,9,12,1,19.0,0
C41609,72,12,1385.0,49,13,2,45.0,0
C43630,32,4,478.0,3,10,0,18.0,0
C41292,76,17,1151.0,45,15,1,27.0,1
C41124,66,12,1094.0,46,8,2,46.0,0
C42929,387,2,412.0,60,2,0,44.0,0
C40358,11,35,742.0,60,37,3,46.0,1
C43271,36,6,314.0,1,13,0,18.0,0
C43485,39,9,304.0,31,4,1,30.0,0
C43220,42,6,337.0,11,8,0,39.0,0
C41387,99,11,1394.0,44,16,0,36.0,0
C42132,322,5,539.0,54,1,0,67.0,0
C42356,233,1,439.0,67,2,0,30.0,0
C40033,7,17,1472.0,63,29,2,46.0,0
C40329,26,19,2340.0,68,28,4,37.0,1
C40002,24,23,1922.0,65,48,2,41.0,1
C43203,34,5,208.0,13,12,2,30.0,0
C41713,72,6,767.0,55,13,1,46.0,1
C40735,18,11,2397.0,58,28,2,25.0,0
C41302,121,2,1191.0,54,13,0,46.0,0
C41536,91,16,974.0,40,17,1,28.0,0
C42986,439,3,307.0,49,4,1,50.0,0
C41386,66,8,1376.0,38,23,1,51.0,0
C42336,361,4,317.0,60,1,0,45.0,0
C43686,30,4,443.0,1,9,0,18.0,0
C40108,22,19,,54,34,2,41.0,0
C42069,88,11,1021.0,58,14,3,53.0,0
C42190,252,4,496.0,74,0,0,50.0,0
C40686,24,22,3311.0,44,25,4,46.0,0
C41739,65,15,1018.0,32,16,1,38.0,0
C41261,99,10,777.0,45,20,2,51.0,0
C40397,21,25,3202.0,62,28,0,46.0,0
C42834,298,4,481.0,44,2,0,31.0,0
C41726,84,12,1108.0,33,18,1,33.0,0
C44107,24,5,193.0,12,11,0,42.0,0
C43788,62,6,200.0,10,15,2,18.0,1
C41892,101,8,1141.0,41,17,1,44.0,0
C40692,18,25,1906.0,71,35,2,39.0,1
C42681,123,2,305.0,71,2,0,52.0,0
C40948,17,24,1621.0,56,35,4,41.0,0
C43043,300,2,433.0,57,1,0,49.0,0
C40594,16,22,2488.0,67,29,3,34.0,1
C41409,77,14,895.0,58,13,1,39.0,0
C40742,20,17,1762.0,55,42,4,42.0,1
C42298,259,3,557.0,54,1,0,56.0,0
C42615,278,4,563.0,59,3,0,38.0,0
C40193,13,21,1504.0,66,25,4,48.0,0
C40756,20,29,1476.0,52,30,4,,0
C44006,42,4,360.0,5,13,1,36.0,0
C40994,18,29,1863.0,68,33,7,48.0,1
C41782,50,11,1142.0,53,10,0,27.0,1
C41493,91,20,770.0,43,12,1,39.0,0
C43645,36,7,356.0,4,13,1,18.0,0
C43009,374,3,528.0,57,1,0,54.0,0
C40752,13,12,1907.0,62,26,5,48.0,0
C43548,35,8,250.0,7,13,1,35.0,1
C42789,326,2,231.0,52,3,1,58.0,0
C41089,75,10,1059.0,53,3,2,45.0,0
C41965,59,6,1069.0,51,7,1,48.0,0
C42616,351,0,60.0,72,3,0,46.0,0
C43719,41,6,278.0,18,16,2,36.0,1
C41818,79,10,1274.0,37,19,2,54.0,0
C42854,209,5,417.0,56,2,0,66.0,0
C40802,17,26,2929.0,57,40,4,36.0,1
C41834,81,9,1508.0,47,18,3,29.0,0
C43535,28,9,368.0,9,10,1,19.0,0
C41550,105,9,797.0,42,18,1,24.0,0
C41229,78,8,931.0,51,12,0,58.0,0
C41006,47,7,652.0,45,12,2,36.0,0
C40807,22,26,2208.0,67,29,3,47.0,0
C43542,27,7,237.0,2,9,0,35.0,0
C41715,77,13,1008.0,42,12,0,30.0,0
C41831,56,18,997.0,35,8,0,46.0,0
C40652,18,22,2327.0,66,23,2,35.0,1
C42901,494,2,509.0,54,0,0,49.0,0
C41923,78,12,893.0,42,12,2,62.0,0
C41152,110,6,1145.0,53,11,3,32.0,0
C41894,100,12,800.0,30,13,2,27.0,0
C43819,48,3,413.0,1,11,0,27.0,0
C43623,23,5,298.0,2,6,0,45.0,0
C40286,9,14,2605.0,55,17,2,55.0,1
C41799,88,12,759.0,60,12,1,38.0,0
C40267,13,17,2483.0,52,18,6,43.0,1
C40951,10,32,2521.0,51,33,1,37.0,1
C42085,91,8,1088.0,36,9,2,55.0,0
C40201,14,19,1382.0,60,26,2,43.0,1
C41159,48,13,1084.0,41,4,2,35.0,1
C42540,456,3,530.0,45,3,0,56.0,0
C43897,44,7,292.0,1,13,0,35.0,0
C43456,30,11,329.0,18,10,1,30.0,0
C41766,81,4,845.0,41,14,2,38.0,0
C41769,92,12,895.0,46,17,1,43.0,0
C41935,105,11,1198.0,50,15,2,42.0,1
C43408,21,8,266.0,6,9,0,31.0,0
C43591,27,6,336.0,10,11,1,34.0,0
C42858,470,2,514.0,59,1,0,36.0,0
C40665,11,19,2945.0,55,27,2,27.0,1
C40808,26,12,1848.0,66,34,1,52.0,0
C44123,33,6,383.0,4,14,0,32.0,1
C43929,36,6,294.0,9,9,0,18.0,0
C41896,80,4,1143.0,49,15,1,51.0,0
C41438,65,11,1254.0,57,11,2,51.0,0
C42117,352,6,338.0,47,2,0,48.0,0
C40209,24,28,1933.0,54,19,3,50.0,0
C40522,12,41,3052.0,71,32,3,41.0,1
C42004,46,14,1007.0,38,9,1,37.0,0
C41187,62,17,1026.0,49,9,1,41.0,1
C43243,39,7,292.0,10,8,1,18.0,0
C44076,37,7,490.0,9,11,1,44.0,0
C40202,16,34,2321.0,57,36,4,31.0,1
C40781,20,25,1273.0,64,41,1,37.0,1
C43991,27,11,373.0,4,9,4,38.0,1
C43188,41,6,327.0,9,12,0,19.0,0
C43100,144,3,499.0,44,2,1,36.0,0
C40563,23,17,1737.0,54,35,2,,0
C43219,55,4,209.0,22,5,0,34.0,0
C41223,102,13,680.0,53,12,2,48.0,0
C43919,40,3,305.0,1,4,0,37.0,0
C40758,17,18,1738.0,67,21,4,60.0,1
C41413,73,10,1100.0,39,14,1,49.0,0
C40014,23,29,2837.0,60,18,3,48.0,1
C44070,38,8,337.0,4,7,0,31.0,0
C42332,174,3,137.0,59,2,0,66.0,0
C40813,21,12,2165.0,58,20,2,18.0,0
C42295,187,3,403.0,73,0,0,,0
C43221,33,4,165.0,6,1,2,18.0,0
C41772,81,8,917.0,46,16,1,52.0,1
C41597,75,7,848.0,45,9,0,42.0,0
C43816,49,10,318.0,11,11,0,30.0,0
C43917,44,10,370.0,11,12,0,54.0,0
C41819,44,12,476.0,44,16,1,32.0,0
C43224,37,6,160.0,2,4,0,22.0,0
C40646,18,12,1782.0,73,46,5,46.0,1
C40596,26,20,3006.0,53,36,2,60.0,1
C42391,348,4,599.0,56,1,0,32.0,0
C41962,56,13,798.0,54,11,2,43.0,0
C43026,311,4,424.0,52,2,0,53.0,0
C40581,15,26,2547.0,66,21,3,36.0,1
C41722,23,10,1089.0,45,17,0,48.0,0
C42698,344,3,265.0,57,1,0,71.0,0
C43546,31,7,319.0,1,8,0,35.0,0
C43071,368,4,290.0,56,0,0,44.0,0
C42188,232,3,210.0,69,3,1,54.0,0
C42417,401,3,306.0,67,2,0,47.0,0
C43172,21,4,273.0,1,9,2,28.0,1
C41447,90,10,1070.0,48,16,0,42.0,0
C40210,31,27,3497.0,68,19,1,47.0,0
C43522,45,7,180.0,1,5,2,36.0,0
C42715,500,5,498.0,70,1,0,44.0,0
C43879,45,5,152.0,1,5,2,49.0,0
C42601,272,5,374.0,62,2,2,48.0,0
C42524,159,2,488.0,60,5,0,45.0,0
C40975,14,24,3012.0,69,12,5,39.0,0
C44184,37,7,282.0,4,12,0,47.0,0
C42436,272,6,421.0,65,1,0,46.0,0
C43801,44,4,305.0,1,10,1,31.0,0
C40008,16,29,2636.0,55,23,7,44.0,1
C40310,19,22,2041.0,71,34,8,35.0,0
C42846,288,3,309.0,61,1,2,54.0,0
C42855,317,5,302.0,64,3,2,44.0,0
C42649,277,3,411.0,49,2,1,52.0,0
C42709,411,3,649.0,64,2,1,54.0,0
C41495,66,12,852.0,54,22,1,41.0,0
C41540,116,10,921.0,46,14,0,54.0,0
C40684,14,12,3045.0,60,17,3,62.0,0
C43143,261,3,383.0,52,2,0,58.0,0
C40907,12,26,3287.0,63,16,1,25.0,1
C41463,8,11,990.0,54,11,1,39.0,0
C43774,41,1,228.0,1,6,3,26.0,0
C40737,19,19,2103.0,59,32,6,44.0,1
C40861,12,13,2740.0,64,30,1,60.0,0
