customer_id,month,tenure_months,monthly_usage_gb,support_tickets,add_ons,monthly_charges,price_increase,churned
C108427,8,63,69.4,3,4,129.07,0,0
C108428,8,35,66.8,3,1,55.5,1,1
C108429,8,29,32.1,0,0,71.26,1,0
C108430,8,7,62.3,6,2,93.68,0,0
C108431,8,14,29.4,2,2,88.04,0,1
C108432,8,52,48.3,7,3,63.76,1,0
C108433,8,30,56.6,5,0,37.19,0,0
C108434,8,25,28.6,2,3,76.14,0,0
C108435,8,40,60.1,3,2,76.49,0,0
C108436,8,31,39.7,5,0,52.83,0,1
C108437,8,0,37.3,5,3,51.12,0,1
C108438,8,20,47.4,2,2,75.45,0,1
C108439,8,34,70.8,3,0,42.62,1,1
C108440,8,13,40.5,4,0,80.61,0,1
C108441,8,38,39.3,4,3,85.05,0,0
C108442,8,20,55.9,2,3,85.19,0,0
C108443,8,55,10.1,3,1,86.15,0,0
C108444,8,32,67.1,5,3,44.92,0,0
C108445,8,60,14.8,2,0,51.75,1,1
C108446,8,61,34.3,4,3,64.05,0,0
C108447,8,37,67.2,1,1,42.58,1,0
C108448,8,26,40.2,2,2,91.15,0,0
C108449,8,12,20.5,2,1,105.79,1,1
C108450,8,44,40.8,4,0,60.4,1,1
C108451,8,22,6.4,3,3,78.75,1,1
C108452,8,39,74.5,2,1,87.84,0,0
C108453,8,27,41.7,2,1,47.28,1,0
C108454,8,46,59.4,2,1,53.2,0,0
C108455,8,16,28.9,2,2,70.66,0,0
C108456,8,29,70.9,4,1,92.55,0,0
C108457,8,16,43.1,3,2,81.49,0,0
C108458,8,11,57.8,0,2,84.07,0,0
C108459,8,0,76.9,2,0,89.82,0,1
C108460,8,23,70.3,1,0,79.59,0,0
C108461,8,31,101.4,3,1,52.85,0,0
C108462,8,20,67.2,3,1,102.76,0,0
C108463,8,38,50.0,4,1,83.37,1,1
C108464,8,28,74.3,1,2,81.36,0,0
C108465,8,16,31.6,2,3,49.2,1,0
C108466,8,18,50.4,4,4,34.07,0,0
C108467,8,30,38.1,1,1,86.99,1,0
C108468,8,19,57.8,1,0,77.4,0,0
C108469,8,50,29.6,2,1,72.52,0,0
C108470,8,0,54.5,2,2,96.96,1,1
C108471,8,35,36.5,1,1,75.25,1,0
C108472,8,26,54.5,1,0,84.08,1,0
C108473,8,28,66.2,1,4,72.75,0,0
C108474,8,41,76.7,2,2,90.0,0,0
C108475,8,30,72.7,2,2,91.1,0,0
C108476,8,47,38.5,3,2,60.98,0,0
C108477,8,28,53.5,3,1,37.79,0,0
C108478,8,33,47.7,2,0,74.07,0,0
C108479,8,53,35.2,1,0,91.44,1,0
C108480,8,35,65.4,5,3,95.11,0,1
C108481,8,6,46.1,3,2,96.84,1,0
C108482,8,35,25.9,3,1,38.0,1,0
C108483,8,10,24.4,2,1,84.48,1,1
C108484,8,34,48.3,1,1,106.67,1,0
C108485,8,50,42.8,4,1,60.64,0,0
C108486,8,41,45.7,5,3,71.61,1,1
C108487,8,21,20.0,3,1,65.06,1,0
C108488,8,60,7.7,4,0,73.11,0,0
C108489,8,0,64.2,2,1,98.32,0,0
C108490,8,33,31.2,7,0,67.19,1,1
C108491,8,41,61.1,2,0,111.26,0,0
C108492,8,33,45.7,2,2,105.6,0,0
C108493,8,27,44.5,3,0,39.39,1,1
C108494,8,50,70.4,2,1,47.9,1,1
C108495,8,34,63.4,2,0,45.84,1,0
C108496,8,32,30.3,3,0,83.13,0,0
C108497,8,35,35.2,0,1,56.36,1,0
C108498,8,29,56.5,3,0,63.99,0,0
C108499,8,25,45.4,5,1,94.96,1,0
C108500,8,47,42.1,2,1,108.2,0,0
C108501,8,38,49.1,3,2,48.65,0,1
C108502,8,33,61.3,3,2,80.04,0,0
C108503,8,29,73.1,5,2,97.33,0,1
C108504,8,2,51.3,2,0,75.31,0,1
C108505,8,58,45.6,1,2,53.81,1,0
C108506,8,39,39.5,4,1,55.9,0,1
C108507,8,55,67.8,0,1,95.99,1,1
C108508,8,24,40.7,2,2,77.84,0,0
C108509,8,30,12.6,5,0,80.32,1,0
C108510,8,25,32.1,1,2,54.65,0,1
C108511,8,48,55.6,1,1,67.17,1,0
C108512,8,50,39.4,1,0,72.49,0,0
C108513,8,7,51.9,5,2,86.04,1,1
C108514,8,39,16.3,5,2,97.97,1,1
C108515,8,50,49.9,4,1,79.58,1,0
C108516,8,53,42.6,3,1,79.74,0,1
C108517,8,35,48.6,2,0,88.19,0,0
C108518,8,7,71.8,3,1,69.15,0,1
C108519,8,32,71.7,3,4,58.59,0,1
C108520,8,29,55.6,5,3,63.91,1,1
C108521,8,23,47.9,0,0,94.12,0,0
C108522,8,0,72.1,4,0,61.11,0,0
C108523,8,60,35.5,3,2,86.65,0,0
C108524,8,8,43.3,2,2,83.16,1,1
C108525,8,30,48.4,3,3,42.13,0,0
C108526,8,37,49.7,2,2,64.5,1,0
C108527,8,49,32.9,1,0,112.31,0,0
C108528,8,21,33.3,3,1,44.85,0,0
C108529,8,45,46.9,3,2,82.73,0,0
C108530,8,0,76.5,1,2,62.9,0,0
C108531,8,14,37.4,1,3,89.92,0,0
C108532,8,41,40.3,2,2,24.0,0,1
C108533,8,0,58.8,3,3,45.81,0,0
C108534,8,31,60.2,2,2,36.8,0,1
C108535,8,45,78.7,3,1,81.65,0,1
C108536,8,39,14.5,1,1,67.55,0,0
C108537,8,17,73.0,0,3,118.12,1,1
C108538,8,38,50.9,4,2,57.97,0,0
C108539,8,9,46.6,1,2,88.37,0,0
C108540,8,13,44.1,3,4,73.28,0,1
C108541,8,32,36.1,2,1,58.83,1,0
C108542,8,10,49.1,2,2,87.47,1,0
C108543,8,62,63.8,1,2,74.71,0,0
C108544,8,1,87.6,2,1,88.6,0,1
C108545,8,28,41.0,1,1,75.81,1,0
C108546,8,57,51.6,2,1,80.52,0,0
C108547,8,7,,3,0,77.21,1,0
C108548,8,40,25.5,4,1,81.01,1,1
C108549,8,29,52.2,0,1,130.02,0,0
C108550,8,19,63.5,1,3,109.86,1,1
C108551,8,10,65.8,4,2,63.61,0,1
C108552,8,45,49.3,3,0,96.08,0,0
C108553,8,31,44.8,3,1,49.11,1,1
C108554,8,40,35.4,3,0,69.91,1,0
C108555,8,36,50.6,1,1,101.74,1,0
C108556,8,27,54.7,5,1,85.47,0,1
C108557,8,41,69.8,1,1,81.06,0,0
C108558,8,26,73.8,2,1,87.49,0,0
C108559,8,18,39.8,1,3,87.04,0,1
C108560,8,11,39.6,1,0,41.71,0,0
C108561,8,23,62.9,0,1,71.51,0,0
C108562,8,9,47.3,2,1,71.37,1,1
C108563,8,9,71.3,5,1,82.09,0,1
C108564,8,0,41.7,4,0,57.28,1,1
C108565,8,38,26.2,3,3,90.83,0,0
C108566,8,21,55.7,1,1,65.73,0,0
C108567,8,10,45.9,0,0,56.09,1,1
C108568,8,11,34.2,4,2,90.94,0,0
C108569,8,36,48.1,5,1,66.79,0,0
C108570,8,64,53.1,4,1,89.67,1,0
C108571,8,40,68.5,4,1,57.15,1,1
C108572,8,0,36.6,7,0,52.14,0,1
C108573,8,48,59.0,1,0,71.9,0,1
C108574,8,26,18.0,2,3,90.3,1,1
C108575,8,45,34.5,3,1,66.1,1,1
C108576,8,51,48.9,6,2,92.78,0,0
C108577,8,26,55.3,2,0,107.11,1,1
C108578,8,54,64.3,5,2,86.79,1,0
C108579,8,7,50.9,2,1,44.1,1,1
C108580,8,33,43.8,1,1,46.55,0,1
C108581,8,23,62.5,3,1,69.2,0,0
C108582,8,40,56.0,2,0,66.18,1,1
C108583,8,0,49.8,1,3,101.13,0,0
C108584,8,29,76.5,3,0,66.85,1,0
C108585,8,25,60.8,4,2,79.85,0,1
C108586,8,22,66.7,2,2,82.23,1,1
C108587,8,33,35.5,3,2,92.44,0,0
C108588,8,24,60.1,4,2,102.47,0,1
C108589,8,44,35.9,6,1,97.04,1,1
C108590,8,11,37.2,1,1,74.63,0,0
C108591,8,48,31.8,3,1,97.52,1,0
C108592,8,39,31.2,2,0,47.72,0,0
C108593,8,8,44.5,3,3,61.91,1,1
C108594,8,21,58.9,2,3,96.95,0,1
C108595,8,48,63.0,3,1,56.97,0,0
C108596,8,52,77.1,2,2,88.34,0,0
C108597,8,12,35.5,2,2,52.72,0,0
C108598,8,5,67.5,1,0,82.69,1,0
C108599,8,7,41.4,3,0,56.29,1,0
C108600,8,13,63.2,1,2,46.72,0,0
C108601,8,34,13.3,4,1,71.82,1,0
C108602,8,35,23.6,2,4,35.01,0,0
C108603,8,32,66.1,2,4,70.07,0,0
C108604,8,23,57.6,3,2,73.0,0,0
C108605,8,1,39.4,2,1,56.21,1,1
C108606,8,33,75.0,3,2,62.97,1,0
C108607,8,14,42.7,4,1,91.53,1,0
C108608,8,5,54.4,2,1,72.19,1,0
C108609,8,13,61.0,2,1,51.22,1,0
C108610,8,43,59.3,0,2,115.18,1,0
C108611,8,12,53.7,5,0,71.46,0,0
C108612,8,32,65.0,3,2,89.83,0,1
C108613,8,36,62.2,1,1,84.94,1,0
C108614,8,0,47.5,3,2,63.12,0,1
C108615,8,40,71.5,5,1,42.24,0,0
C108616,8,27,79.6,1,2,60.0,1,1
C108617,8,42,2.8,4,0,79.27,0,1
C108618,8,23,26.3,4,0,106.57,0,1
C108619,8,49,46.4,4,0,50.64,0,0
C108620,8,24,54.5,3,1,61.58,0,1
C108621,8,57,32.6,3,0,38.41,1,1
C108622,8,20,26.6,2,1,51.87,0,0
C108623,8,1,47.1,4,2,46.26,1,1
C108624,8,41,43.5,2,0,101.5,1,1
C108625,8,0,69.2,1,2,42.43,0,0
C108626,8,51,29.0,2,0,38.24,1,0
C108627,8,14,58.8,1,0,91.51,1,1
C108628,8,72,41.2,4,3,73.93,1,1
C108629,8,25,60.5,4,0,64.58,0,0
C108630,8,39,64.2,3,4,34.92,1,0
C108631,8,37,24.0,2,0,68.14,0,1
C108632,8,21,93.3,1,2,79.92,0,0
C108633,8,0,27.0,3,1,63.38,0,1
C108634,8,35,67.7,3,1,95.86,0,1
C108635,8,46,39.5,0,1,90.52,1,0
C108636,8,13,81.7,3,1,64.2,1,0
C108637,8,53,24.6,8,0,54.32,0,0
C108638,8,43,56.0,2,2,111.56,1,0
C108639,8,53,63.1,2,1,59.79,0,0
C108640,8,25,24.6,1,3,87.56,1,1
C108641,8,34,29.8,5,0,71.53,1,1
C108642,8,29,15.0,1,1,82.6,1,0
C108643,8,48,27.0,0,3,74.95,0,0
C108644,8,72,51.0,7,4,93.91,1,1
C108645,8,60,15.8,0,1,94.71,0,1
C108646,8,44,47.4,5,2,65.35,1,1
C108647,8,51,71.7,0,1,62.2,0,0
C108648,8,43,31.6,3,1,72.13,0,0
C108649,8,40,64.7,3,2,72.91,1,1
C108650,8,56,1.9,3,1,77.44,0,0
C108651,8,30,55.4,3,1,68.05,1,1
C108652,8,26,55.7,3,0,64.7,0,0
C108653,8,69,48.6,4,3,97.24,0,0
C108654,8,19,30.6,2,0,38.49,1,1
C108655,8,42,41.6,1,1,81.94,0,0
C108656,8,22,1.0,1,0,66.53,1,1
C108657,8,11,47.4,1,1,54.63,0,1
C108658,8,15,110.6,4,0,63.52,0,1
C108659,8,42,52.5,5,2,72.71,0,1
C108660,8,22,75.7,4,2,71.45,0,1
C108661,8,37,33.4,5,2,84.24,0,1
C108662,8,54,54.1,1,1,53.25,1,0
C108663,8,15,29.4,8,1,92.99,1,1
C108664,8,12,57.2,3,3,79.45,0,1
C108665,8,30,79.6,6,2,94.94,1,1
C108666,8,16,26.3,2,3,104.53,0,0
C108667,8,10,41.4,3,1,58.11,0,0
C108668,8,29,24.1,1,1,63.64,1,0
C108669,8,13,37.9,3,0,83.23,0,0
C108670,8,12,50.8,3,1,69.37,1,1
C108671,8,30,70.4,3,3,89.19,0,0
C108672,8,27,53.7,1,1,92.74,0,0
C108673,8,52,89.7,4,1,85.26,0,0
C108674,8,21,68.2,1,0,46.52,1,1
C108675,8,42,39.3,1,3,73.68,0,0
C108676,8,26,58.1,1,0,87.39,0,0
C108677,8,34,,3,2,64.47,1,0
C108678,8,27,35.4,3,1,42.13,1,1
C108679,8,0,56.2,5,2,87.79,0,1
C108680,8,10,67.9,3,1,108.0,0,0
C108681,8,42,27.1,1,1,94.91,0,0
C108682,8,46,40.7,2,1,70.13,1,0
C108683,8,31,30.1,1,5,68.62,0,0
C108684,8,25,57.2,4,4,93.22,0,0
C108685,8,28,52.6,2,2,63.27,1,1
C108686,8,1,55.1,3,1,67.62,0,1
C108687,8,69,47.7,4,1,92.93,0,0
C108688,8,15,45.0,2,0,61.05,0,0
C108689,8,45,34.7,5,2,81.87,1,1
C108690,8,27,41.8,4,0,52.68,1,1
C108691,8,55,53.6,6,3,43.08,1,0
C108692,8,22,39.1,1,2,41.42,0,0
C108693,8,34,72.5,1,2,89.3,0,0
C108694,8,42,64.5,2,1,22.21,0,1
C108695,8,34,53.3,3,1,76.01,1,1
C108696,8,22,43.0,2,5,95.91,1,1
C108697,8,10,24.2,1,1,75.96,1,1
C108698,8,56,66.1,1,2,76.52,0,0
C108699,8,14,52.4,2,1,59.83,0,0
C108700,8,39,31.9,1,2,110.11,0,0
C108701,8,15,52.9,4,2,87.62,0,1
C108702,8,26,34.6,4,1,30.74,1,0
C108703,8,32,72.0,7,2,48.47,0,1
C108704,8,1,51.5,1,2,99.91,1,1
C108705,8,35,31.3,4,0,60.96,1,0
C108706,8,3,26.3,2,6,62.61,0,0
C108707,8,19,76.7,4,1,88.46,1,1
C108708,8,19,57.2,3,2,32.44,1,0
C108709,8,37,59.9,1,0,73.92,1,0
C108710,8,40,42.5,1,2,84.81,0,0
C108711,8,29,43.4,1,0,95.5,1,0
C108712,8,44,43.0,2,2,54.05,0,0
C108713,8,31,25.6,6,0,49.96,0,0
C108714,8,22,30.6,2,1,63.21,0,0
C108715,8,19,27.6,1,3,51.47,1,1
C108716,8,59,58.5,4,2,66.52,0,1
C108717,8,29,52.8,1,1,105.8,1,1
C108718,8,41,47.6,3,1,85.8,0,0
C108719,8,7,33.2,4,0,85.98,1,1
C108720,8,16,26.9,2,1,65.11,0,0
C108721,8,3,49.2,0,1,79.83,0,1
C108722,8,29,38.4,2,2,42.43,1,0
C108723,8,43,24.2,2,1,67.65,0,1
C108724,8,16,20.8,0,2,69.36,0,0
C108725,8,29,36.2,0,3,67.36,1,0
C108726,8,13,64.1,1,3,54.83,0,0
C108727,8,25,28.5,1,2,88.15,0,0
C108728,8,48,78.6,4,0,81.14,1,0
C108729,8,18,63.0,3,1,75.96,1,0
C108730,8,36,47.3,1,4,102.66,0,0
C108731,8,35,49.1,2,1,101.41,0,0
C108732,8,48,41.3,2,0,49.11,0,0
C108733,8,24,49.0,1,1,55.54,0,1
C108734,8,48,44.6,2,1,45.82,1,1
C108735,8,56,33.8,4,1,77.52,1,0
C108736,8,39,50.5,2,4,69.72,1,0
C108737,8,0,66.4,2,2,67.77,0,0
C108738,8,29,53.2,1,1,83.82,0,0
C108739,8,9,32.4,1,2,83.61,0,1
C108740,8,15,51.3,3,0,113.68,0,0
C108741,8,25,45.6,2,3,93.53,0,0
C108742,8,16,31.5,1,1,54.41,1,0
C108743,8,0,54.3,1,3,81.9,1,1
C108744,8,63,55.0,4,2,55.88,0,0
C108745,8,27,36.4,5,1,51.24,0,1
C108746,8,49,42.2,0,3,67.98,1,0
C108747,8,34,47.9,0,5,90.0,0,0
C108748,8,65,36.8,1,0,96.17,0,0
C108749,8,18,46.9,0,1,77.11,1,0
C108750,8,30,38.9,1,1,51.86,0,0
C108751,8,29,76.3,4,3,24.86,0,0
C108752,8,31,70.7,4,0,67.02,0,0
C108753,8,44,44.0,2,4,66.25,0,0
C108754,8,17,24.0,4,1,60.32,0,0
C108755,8,5,31.7,3,0,60.47,0,1
C108756,8,71,71.8,4,0,65.94,1,0
C108757,8,36,35.8,4,2,54.57,0,0
C108758,8,10,12.9,3,3,78.53,0,0
C108759,8,58,45.2,3,4,94.58,0,0
C108760,8,51,28.1,0,0,93.31,0,0
C108761,8,50,24.6,4,2,82.45,0,1
C108762,8,37,43.2,5,2,69.38,0,0
C108763,8,35,31.5,4,3,71.51,0,0
C108764,8,0,42.0,2,5,117.1,1,1
C108765,8,28,1.0,1,0,101.84,0,0
C108766,8,32,44.2,2,2,91.77,0,1
C108767,8,60,47.1,2,2,101.81,0,0
C108768,8,57,46.8,2,2,55.29,0,0
C108769,8,72,78.3,1,1,41.62,0,0
C108770,8,26,69.8,3,3,66.14,0,0
C108771,8,36,32.1,3,4,57.43,0,0
C108772,8,15,58.3,5,1,84.02,1,0
C108773,8,27,59.7,6,0,42.54,0,1
C108774,8,53,96.9,2,0,102.7,1,0
C108775,8,44,44.3,5,1,73.53,1,1
C108776,8,16,60.0,1,0,71.11,0,1
C108777,8,15,60.8,5,2,73.14,0,1
C108778,8,25,48.5,1,0,73.3,1,0
C108779,8,10,75.9,2,0,62.2,1,0
C108780,8,37,58.7,3,2,64.09,1,0
C108781,8,56,38.1,1,2,80.83,0,1
C108782,8,54,70.1,2,4,103.59,0,1
C108783,8,58,64.4,5,0,72.16,1,1
C108784,8,21,75.1,3,3,60.42,0,1
C108785,8,15,38.6,1,0,92.82,1,1
C108786,8,27,36.0,2,1,94.64,0,0
C108787,8,50,57.6,0,0,103.01,1,1
C108788,8,36,47.6,2,1,72.17,0,0
C108789,8,57,19.3,3,1,105.4,0,0
C108790,8,31,75.0,0,1,62.98,1,0
C108791,8,54,33.8,2,0,87.3,1,1
C108792,8,14,49.0,1,1,89.23,0,0
C108793,8,37,29.1,5,2,74.8,0,1
C108794,8,57,17.0,3,0,84.14,1,1
C108795,8,10,66.4,3,0,34.06,0,0
C108796,8,31,38.7,1,6,76.86,0,0
C108797,8,17,65.4,2,1,104.87,0,0
C108798,8,62,35.5,2,2,70.94,0,0
C108799,8,17,35.3,3,1,20.0,1,0
C108800,9,45,60.7,4,0,80.36,1,1
C108801,9,26,20.2,4,2,77.53,0,0
C108802,9,9,66.4,1,1,82.04,0,1
C108803,9,23,22.1,7,0,69.87,1,1
C108804,9,62,29.3,5,1,83.28,0,0
C108805,9,23,44.7,3,1,83.13,1,0
C108806,9,0,52.7,1,0,92.32,1,0
C108807,9,28,70.6,2,0,90.61,1,1
C108808,9,24,98.6,3,2,88.54,0,1
C108809,9,0,49.8,1,4,94.97,1,1
C108810,9,46,66.8,2,1,84.42,0,0
C108811,9,44,26.0,4,2,62.32,1,0
C108812,9,32,39.0,3,0,68.14,1,0
C108813,9,23,61.6,2,2,117.49,1,0
C108814,9,32,35.7,0,2,107.83,0,0
C108815,9,46,35.5,1,1,90.39,0,1
C108816,9,49,26.7,1,0,52.22,1,0
C108817,9,29,46.0,4,0,84.23,1,0
C108818,9,27,42.1,2,2,79.49,0,0
C108819,9,10,39.8,4,2,69.22,1,1
C108820,9,62,67.4,4,1,106.85,0,1
C108821,9,20,46.9,2,1,92.94,1,1
C108822,9,27,63.5,3,1,68.56,0,1
C108823,9,19,35.7,5,0,87.37,1,1
C108824,9,0,18.7,4,2,75.89,1,0
C108825,9,13,58.2,1,0,62.06,1,1
C108826,9,30,46.0,3,1,74.12,1,0
C108827,9,34,101.5,1,1,96.47,0,1
C108828,9,23,45.1,5,1,81.87,0,0
C108829,9,15,36.1,3,2,64.85,1,1
C108830,9,14,46.9,3,4,75.09,1,0
C108831,9,25,47.4,4,2,85.23,1,1
C108832,9,9,51.3,0,1,76.88,1,1
C108833,9,37,46.4,2,2,89.67,1,1
C108834,9,23,77.1,0,0,62.67,1,1
C108835,9,56,57.3,1,1,70.3,1,1
C108836,9,54,81.2,2,1,84.23,1,0
C108837,9,57,53.2,5,3,46.24,1,0
C108838,9,52,25.0,2,4,66.79,1,0
C108839,9,27,58.3,1,4,72.04,0,0
C108840,9,45,22.8,6,3,74.03,1,0
C108841,9,28,26.2,1,1,79.78,0,0
C108842,9,33,52.8,6,3,63.76,1,1
C108843,9,29,57.5,4,0,99.81,1,1
C108844,9,20,29.1,4,1,95.91,1,1
C108845,9,13,77.5,4,3,104.81,1,1
C108846,9,24,22.9,2,1,84.65,0,0
C108847,9,22,40.5,4,2,75.34,1,0
C108848,9,0,25.3,3,1,81.21,0,0
C108849,9,23,66.1,4,0,110.41,1,1
C108850,9,18,80.2,4,4,99.04,0,1
C108851,9,29,18.0,2,0,98.4,1,0
C108852,9,31,55.6,2,3,56.73,1,0
C108853,9,28,45.9,6,2,79.95,0,0
C108854,9,20,38.3,8,2,115.93,1,1
C108855,9,33,70.4,3,0,49.49,1,1
C108856,9,0,51.0,3,2,33.23,1,1
C108857,9,62,30.0,3,3,38.92,1,0
C108858,9,40,24.8,4,1,71.62,0,0
C108859,9,67,53.7,5,3,74.44,0,0
C108860,9,10,62.1,4,0,83.09,1,1
C108861,9,11,45.5,2,0,76.6,0,0
C108862,9,29,45.4,2,0,66.68,1,0
C108863,9,21,13.7,6,1,86.4,0,0
C108864,9,8,64.1,2,1,73.7,1,0
C108865,9,21,57.4,2,1,72.08,1,0
C108866,9,38,38.3,3,3,95.4,0,0
C108867,9,72,16.2,4,1,60.12,0,0
C108868,9,45,72.3,3,2,56.57,1,0
C108869,9,41,82.0,1,0,78.65,1,1
C108870,9,42,43.7,2,0,58.06,1,0
C108871,9,0,61.4,3,2,89.76,0,0
C108872,9,23,53.8,2,1,51.56,0,0
C108873,9,39,31.0,2,1,69.03,0,1
C108874,9,28,36.8,2,3,66.71,0,0
C108875,9,7,21.2,3,4,110.4,0,0
C108876,9,23,44.1,1,1,38.45,1,0
C108877,9,72,46.4,7,2,49.84,1,1
C108878,9,40,36.7,4,1,62.53,1,1
C108879,9,37,76.0,2,3,45.47,1,1
C108880,9,30,28.8,3,4,75.01,0,0
C108881,9,19,55.5,1,3,114.34,1,1
C108882,9,57,26.7,6,2,77.41,1,1
C108883,9,24,38.1,5,1,77.28,0,0
C108884,9,28,26.6,10,2,80.26,0,1
C108885,9,34,32.6,1,0,78.96,1,0
C108886,9,22,18.3,3,0,98.03,0,0
C108887,9,22,53.2,3,2,101.29,1,0
C108888,9,44,41.6,4,2,50.78,0,0
C108889,9,53,66.3,2,0,57.16,1,0
C108890,9,52,22.5,3,1,49.62,0,0
C108891,9,19,39.3,2,0,67.13,1,1
C108892,9,18,47.5,4,1,84.97,0,1
C108893,9,45,26.1,1,1,75.92,0,0
C108894,9,49,61.7,2,3,109.07,0,0
C108895,9,27,48.9,2,0,82.03,0,1
C108896,9,2,68.8,1,3,52.63,0,0
C108897,9,42,84.4,5,0,53.45,1,1
C108898,9,0,29.2,1,1,107.25,0,1
C108899,9,14,45.6,3,3,88.09,1,1
C108900,9,57,40.9,5,1,59.07,1,1
C108901,9,14,87.8,4,0,57.78,1,1
C108902,9,8,19.4,2,3,48.61,1,1
C108903,9,19,56.1,6,1,80.57,1,1
C108904,9,54,30.5,2,4,92.48,0,0
C108905,9,41,31.6,1,0,77.36,1,0
C108906,9,14,41.1,6,2,89.69,1,1
C108907,9,24,27.9,3,0,77.65,0,0
C108908,9,46,32.1,2,2,95.77,0,0
C108909,9,21,26.4,1,0,110.74,1,0
C108910,9,30,17.3,2,1,101.52,0,1
C108911,9,31,23.3,4,2,78.74,1,0
C108912,9,18,46.0,7,2,108.43,0,1
C108913,9,38,25.2,7,3,88.3,0,1
C108914,9,42,42.1,4,1,74.67,1,1
C108915,9,11,29.7,3,1,112.37,0,1
C108916,9,0,26.1,0,1,78.48,0,0
C108917,9,57,67.1,0,1,70.56,0,0
C108918,9,28,78.8,5,3,57.01,0,0
C108919,9,49,12.4,3,3,71.46,0,0
C108920,9,34,53.8,5,2,72.71,0,0
C108921,9,54,18.9,2,1,97.15,1,0
C108922,9,55,49.2,4,2,22.17,1,0
C108923,9,22,47.7,3,3,81.63,0,0
C108924,9,13,78.0,4,2,82.05,0,1
C108925,9,38,58.5,2,2,89.64,0,0
C108926,9,31,41.6,3,1,88.58,1,0
C108927,9,0,74.5,1,2,104.5,1,1
C108928,9,13,62.1,2,3,92.23,1,1
C108929,9,30,42.3,4,1,87.41,0,1
C108930,9,0,80.1,3,4,64.26,0,0
C108931,9,59,75.8,6,4,86.97,1,1
C108932,9,9,41.0,2,3,119.35,1,0
C108933,9,16,35.8,4,2,76.43,0,0
C108934,9,29,50.2,2,2,103.21,0,0
C108935,9,46,63.9,3,2,102.99,0,0
C108936,9,43,55.6,2,0,62.67,0,1
C108937,9,38,63.6,4,4,88.26,0,1
C108938,9,31,54.3,3,4,49.07,1,0
C108939,9,6,77.0,1,0,80.04,0,0
C108940,9,27,61.4,4,2,62.05,0,0
C108941,9,1,30.3,3,2,58.83,1,1
C108942,9,0,30.8,3,2,93.4,1,0
C108943,9,37,45.8,3,3,93.35,1,0
C108944,9,39,45.7,4,3,66.37,1,0
C108945,9,11,,4,3,92.74,0,0
C108946,9,7,55.7,5,0,47.92,0,1
C108947,9,22,43.1,4,0,77.51,0,0
C108948,9,0,48.1,1,2,49.53,0,0
C108949,9,22,31.8,2,1,77.05,0,1
C108950,9,29,48.1,4,0,59.41,1,1
C108951,9,3,66.1,4,1,99.18,1,1
C108952,9,33,84.8,1,1,52.59,0,0
C108953,9,71,48.1,2,2,77.63,1,0
C108954,9,54,1.0,2,2,94.11,0,0
C108955,9,0,53.0,7,2,89.95,0,1
C108956,9,59,27.6,3,0,81.63,1,0
C108957,9,34,45.6,1,1,119.36,1,0
C108958,9,42,57.4,5,2,83.42,1,0
C108959,9,27,42.3,1,2,53.43,1,0
C108960,9,32,38.0,3,2,80.76,0,0
C108961,9,15,36.4,3,1,73.44,0,0
C108962,9,47,80.6,4,4,109.43,1,0
C108963,9,23,68.5,1,1,90.8,0,0
C108964,9,30,54.5,4,1,100.83,0,0
C108965,9,35,38.5,5,1,100.69,0,1
C108966,9,42,49.8,1,1,79.16,1,0
C108967,9,6,34.8,5,1,76.02,1,0
C108968,9,62,48.4,4,1,48.62,0,0
C108969,9,18,77.2,2,0,28.48,0,0
C108970,9,48,57.8,4,0,93.29,1,1
C108971,9,15,49.9,5,1,105.3,1,0
C108972,9,51,74.2,3,0,42.72,1,1
C108973,9,22,13.6,4,2,63.68,1,0
C108974,9,30,38.0,3,1,86.45,1,0
C108975,9,13,34.2,4,4,107.84,0,1
C108976,9,26,14.3,0,2,60.32,1,0
C108977,9,7,44.6,1,2,78.02,1,0
C108978,9,0,46.0,4,1,41.1,1,0
C108979,9,6,33.3,2,2,95.05,1,1
C108980,9,28,60.2,0,2,90.33,0,0
C108981,9,26,48.8,2,2,74.95,1,0
C108982,9,10,60.1,2,2,43.77,0,0
C108983,9,40,30.9,2,1,86.49,1,0
C108984,9,36,37.8,2,3,72.52,0,0
C108985,9,38,47.4,3,1,95.88,0,1
C108986,9,41,14.8,4,2,96.56,1,0
C108987,9,12,61.3,3,2,60.93,1,0
C108988,9,29,30.6,5,1,63.65,0,0
C108989,9,41,29.6,5,1,64.16,0,1
C108990,9,64,68.9,4,1,90.93,1,1
C108991,9,25,56.2,2,4,90.5,1,0
C108992,9,36,16.2,2,4,65.26,1,1
C108993,9,4,67.5,0,1,95.41,1,0
C108994,9,34,53.1,3,0,95.41,1,0
C108995,9,54,58.0,2,1,98.44,0,0
C108996,9,28,35.9,4,4,67.47,0,0
C108997,9,48,54.4,4,2,78.34,0,0
C108998,9,22,75.3,2,0,72.26,0,0
C108999,9,18,40.0,3,1,87.88,1,1
C109000,9,47,40.9,0,0,122.42,1,0
C109001,9,10,33.5,5,2,113.97,0,0
C109002,9,20,45.9,3,2,76.48,0,0
C109003,9,33,36.3,2,1,60.58,0,0
C109004,9,39,51.1,2,6,98.24,0,0
C109005,9,57,62.5,5,3,57.56,1,1
C109006,9,48,68.4,2,0,111.36,0,0
C109007,9,14,41.7,3,2,90.6,0,1
